0.000000	0.010000
0.010000	0.010017
0.020000	0.010034
0.030000	0.010050
0.040000	0.010067
0.050000	0.010084
0.060000	0.010101
0.070000	0.010118
0.080000	0.010135
0.090000	0.010152
0.100000	0.010169
0.110000	0.010186
0.120000	0.010203
0.130000	0.010220
0.140000	0.010237
0.150000	0.010254
0.160000	0.010271
0.170000	0.010288
0.180000	0.010306
0.190000	0.010323
0.200000	0.010340
0.210000	0.010357
0.220000	0.010375
0.230000	0.010392
0.240000	0.010409
0.250000	0.010427
0.260000	0.010444
0.270000	0.010462
0.280000	0.010479
0.290000	0.010497
0.300000	0.010514
0.310000	0.010532
0.320000	0.010550
0.330000	0.010567
0.340000	0.010585
0.350000	0.010603
0.360000	0.010620
0.370000	0.010638
0.380000	0.010656
0.390000	0.010674
0.400000	0.010691
0.410000	0.010709
0.420000	0.010727
0.430000	0.010745
0.440000	0.010763
0.450000	0.010781
0.460000	0.010799
0.470000	0.010817
0.480000	0.010835
0.490000	0.010853
0.500000	0.010871
0.510000	0.010890
0.520000	0.010908
0.530000	0.010926
0.540000	0.010944
0.550000	0.010963
0.560000	0.010981
0.570000	0.010999
0.580000	0.011018
0.590000	0.011036
0.600000	0.011054
0.610000	0.011073
0.620000	0.011091
0.630000	0.011110
0.640000	0.011128
0.650000	0.011147
0.660000	0.011166
0.670000	0.011184
0.680000	0.011203
0.690000	0.011222
0.700000	0.011240
0.710000	0.011259
0.720000	0.011278
0.730000	0.011297
0.740000	0.011315
0.750000	0.011334
0.760000	0.011353
0.770000	0.011372
0.780000	0.011391
0.790000	0.011410
0.800000	0.011429
0.810000	0.011448
0.820000	0.011467
0.830000	0.011487
0.840000	0.011506
0.850000	0.011525
0.860000	0.011544
0.870000	0.011563
0.880000	0.011583
0.890000	0.011602
0.900000	0.011621
0.910000	0.011641
0.920000	0.011660
0.930000	0.011679
0.940000	0.011699
0.950000	0.011718
0.960000	0.011738
0.970000	0.011758
0.980000	0.011777
0.990000	0.011797
1.000000	0.011816
1.010000	0.011836
1.020000	0.011856
1.030000	0.011876
1.040000	0.011895
1.050000	0.011915
1.060000	0.011935
1.070000	0.011955
1.080000	0.011975
1.090000	0.011995
1.100000	0.012015
1.110000	0.012035
1.120000	0.012055
1.130000	0.012075
1.140000	0.012095
1.150000	0.012115
1.160000	0.012135
1.170000	0.012155
1.180000	0.012176
1.190000	0.012196
1.200000	0.012216
1.210000	0.012237
1.220000	0.012257
1.230000	0.012277
1.240000	0.012298
1.250000	0.012318
1.260000	0.012339
1.270000	0.012359
1.280000	0.012380
1.290000	0.012400
1.300000	0.012421
1.310000	0.012442
1.320000	0.012462
1.330000	0.012483
1.340000	0.012504
1.350000	0.012525
1.360000	0.012546
1.370000	0.012566
1.380000	0.012587
1.390000	0.012608
1.400000	0.012629
1.410000	0.012650
1.420000	0.012671
1.430000	0.012692
1.440000	0.012713
1.450000	0.012735
1.460000	0.012756
1.470000	0.012777
1.480000	0.012798
1.490000	0.012819
1.500000	0.012841
1.510000	0.012862
1.520000	0.012883
1.530000	0.012905
1.540000	0.012926
1.550000	0.012948
1.560000	0.012969
1.570000	0.012991
1.580000	0.013012
1.590000	0.013034
1.600000	0.013056
1.610000	0.013077
1.620000	0.013099
1.630000	0.013121
1.640000	0.013143
1.650000	0.013164
1.660000	0.013186
1.670000	0.013208
1.680000	0.013230
1.690000	0.013252
1.700000	0.013274
1.710000	0.013296
1.720000	0.013318
1.730000	0.013340
1.740000	0.013362
1.750000	0.013385
1.760000	0.013407
1.770000	0.013429
1.780000	0.013451
1.790000	0.013474
1.800000	0.013496
1.810000	0.013518
1.820000	0.013541
1.830000	0.013563
1.840000	0.013586
1.850000	0.013608
1.860000	0.013631
1.870000	0.013653
1.880000	0.013676
1.890000	0.013699
1.900000	0.013721
1.910000	0.013744
1.920000	0.013767
1.930000	0.013790
1.940000	0.013813
1.950000	0.013835
1.960000	0.013858
1.970000	0.013881
1.980000	0.013904
1.990000	0.013927
2.000000	0.013950
2.010000	0.013974
2.020000	0.013997
2.030000	0.014020
2.040000	0.014043
2.050000	0.014066
2.060000	0.014090
2.070000	0.014113
2.080000	0.014136
2.090000	0.014160
2.100000	0.014183
2.110000	0.014207
2.120000	0.014230
2.130000	0.014254
2.140000	0.014277
2.150000	0.014301
2.160000	0.014325
2.170000	0.014348
2.180000	0.014372
2.190000	0.014396
2.200000	0.014420
2.210000	0.014444
2.220000	0.014468
2.230000	0.014491
2.240000	0.014515
2.250000	0.014539
2.260000	0.014564
2.270000	0.014588
2.280000	0.014612
2.290000	0.014636
2.300000	0.014660
2.310000	0.014684
2.320000	0.014709
2.330000	0.014733
2.340000	0.014757
2.350000	0.014782
2.360000	0.014806
2.370000	0.014831
2.380000	0.014855
2.390000	0.014880
2.400000	0.014904
2.410000	0.014929
2.420000	0.014954
2.430000	0.014978
2.440000	0.015003
2.450000	0.015028
2.460000	0.015053
2.470000	0.015078
2.480000	0.015102
2.490000	0.015127
2.500000	0.015152
2.510000	0.015177
2.520000	0.015202
2.530000	0.015228
2.540000	0.015253
2.550000	0.015278
