tiempo	rho
13.980000	0.133088
13.990000	0.133302
14.000000	0.133515
14.010000	0.133729
14.020000	0.133943
14.030000	0.134157
14.040000	0.134371
14.050000	0.134586
14.060000	0.134801
14.070000	0.135016
14.080000	0.135232
14.090000	0.135447
14.100000	0.135663
14.110000	0.135880
14.120000	0.136096
14.130000	0.136313
14.140000	0.136530
14.150000	0.136747
14.160000	0.136965
14.170000	0.137182
14.180000	0.137400
14.190000	0.137619
14.200000	0.137837
14.210000	0.138056
14.220000	0.138275
14.230000	0.138495
14.240000	0.138714
14.250000	0.138934
14.260000	0.139154
14.270000	0.139374
14.280000	0.139595
14.290000	0.139816
14.300000	0.140037
14.310000	0.140258
14.320000	0.140480
14.330000	0.140702
14.340000	0.140924
14.350000	0.141146
14.360000	0.141369
14.370000	0.141592
14.380000	0.141815
14.390000	0.142039
14.400000	0.142262
14.410000	0.142486
14.420000	0.142710
14.430000	0.142935
14.440000	0.143159
14.450000	0.143384
14.460000	0.143610
14.470000	0.143835
14.480000	0.144061
14.490000	0.144287
14.500000	0.144513
14.510000	0.144740
14.520000	0.144966
14.530000	0.145193
14.540000	0.145421
14.550000	0.145648
14.560000	0.145876
14.570000	0.146104
14.580000	0.146332
14.590000	0.146561
14.600000	0.146790
14.610000	0.147019
14.620000	0.147248
14.630000	0.147478
14.640000	0.147707
14.650000	0.147938
14.660000	0.148168
14.670000	0.148399
14.680000	0.148629
14.690000	0.148860
14.700000	0.149092
14.710000	0.149323
14.720000	0.149555
14.730000	0.149788
14.740000	0.150020
14.750000	0.150253
14.760000	0.150485
14.770000	0.150719
14.780000	0.150952
14.790000	0.151186
14.800000	0.151420
14.810000	0.151654
14.820000	0.151888
14.830000	0.152123
14.840000	0.152358
14.850000	0.152593
14.860000	0.152829
14.870000	0.153064
14.880000	0.153300
14.890000	0.153536
14.900000	0.153773
14.910000	0.154010
14.920000	0.154247
14.930000	0.154484
14.940000	0.154721
14.950000	0.154959
14.960000	0.155197
14.970000	0.155435
14.980000	0.155674
14.990000	0.155913
15.000000	0.156152
15.010000	0.156391
15.020000	0.156631
15.030000	0.156870
15.040000	0.157110
15.050000	0.157351
15.060000	0.157591
15.070000	0.157832
15.080000	0.158073
15.090000	0.158314
15.100000	0.158556
15.110000	0.158798
15.120000	0.159040
15.130000	0.159282
15.140000	0.159525
15.150000	0.159768
15.160000	0.160011
15.170000	0.160254
15.180000	0.160498
15.190000	0.160741
15.200000	0.160986
15.210000	0.161230
15.220000	0.161475
15.230000	0.161719
15.240000	0.161964
15.250000	0.162210
15.260000	0.162455
15.270000	0.162701
15.280000	0.162947
15.290000	0.163194
15.300000	0.163440
15.310000	0.163687
15.320000	0.163934
15.330000	0.164182
15.340000	0.164429
15.350000	0.164677
15.360000	0.164925
15.370000	0.165174
15.380000	0.165422
15.390000	0.165671
15.400000	0.165920
15.410000	0.166170
15.420000	0.166419
15.430000	0.166669
15.440000	0.166919
15.450000	0.167170
15.460000	0.167420
15.470000	0.167671
15.480000	0.167922
15.490000	0.168174
15.500000	0.168425
15.510000	0.168677
15.520000	0.168929
15.530000	0.169182
15.540000	0.169434
15.550000	0.169687
15.560000	0.169940
15.570000	0.170194
15.580000	0.170447
15.590000	0.170701
15.600000	0.170955
15.610000	0.171210
15.620000	0.171464
15.630000	0.171719
15.640000	0.171974
15.650000	0.172230
15.660000	0.172485
15.670000	0.172741
15.680000	0.172997
15.690000	0.173253
15.700000	0.173510
15.710000	0.173767
15.720000	0.174024
15.730000	0.174281
15.740000	0.174539
15.750000	0.174797
15.760000	0.175055
15.770000	0.175313
15.780000	0.175572
15.790000	0.175830
15.800000	0.176089
15.810000	0.176349
15.820000	0.176608
15.830000	0.176868
15.840000	0.177128
15.850000	0.177388
15.860000	0.177649
15.870000	0.177909
15.880000	0.178170
15.890000	0.178432
15.900000	0.178693
15.910000	0.178955
15.920000	0.179217
15.930000	0.179479
15.940000	0.179741
15.950000	0.180004
15.960000	0.180267
15.970000	0.180530
15.980000	0.180794
15.990000	0.181057
16.000000	0.181321
16.010000	0.181585
16.020000	0.181850
16.030000	0.182114
16.040000	0.182379
16.050000	0.182644
16.060000	0.182910
16.070000	0.183175
16.080000	0.183441
16.090000	0.183707
16.100000	0.183973
16.110000	0.184240
16.120000	0.184507
16.130000	0.184774
16.140000	0.185041
16.150000	0.185308
16.160000	0.185576
16.170000	0.185844
16.180000	0.186112
16.190000	0.186381
16.200000	0.186649
16.210000	0.186918
16.220000	0.187187
16.230000	0.187457
16.240000	0.187726
16.250000	0.187996
16.260000	0.188266
16.270000	0.188536
16.280000	0.188807
16.290000	0.189078
16.300000	0.189349
16.310000	0.189620
16.320000	0.189892
16.330000	0.190163
16.340000	0.190435
16.350000	0.190707
16.360000	0.190980
16.370000	0.191253
16.380000	0.191525
16.390000	0.191799
16.400000	0.192072
16.410000	0.192345
16.420000	0.192619
16.430000	0.192893
16.440000	0.193168
16.450000	0.193442
16.460000	0.193717
16.470000	0.193992
16.480000	0.194267
16.490000	0.194542
16.500000	0.194818
16.510000	0.195094
16.520000	0.195370
16.530000	0.195647
16.540000	0.195923
16.550000	0.196200
16.560000	0.196477
16.570000	0.196754
16.580000	0.197032
16.590000	0.197309
16.600000	0.197587
16.610000	0.197865
16.620000	0.198144
16.630000	0.198422
16.640000	0.198701
16.650000	0.198980
16.660000	0.199260
16.670000	0.199539
16.680000	0.199819
16.690000	0.200099
16.700000	0.200379
16.710000	0.200660
16.720000	0.200940
16.730000	0.201221
16.740000	0.201502
16.750000	0.201783
16.760000	0.202065
16.770000	0.202347
16.780000	0.202629
16.790000	0.202911
16.800000	0.203193
16.810000	0.203476
16.820000	0.203759
16.830000	0.204042
16.840000	0.204325
16.850000	0.204609
16.860000	0.204892
16.870000	0.205176
16.880000	0.205460
16.890000	0.205745
16.900000	0.206029
16.910000	0.206314
16.920000	0.206599
16.930000	0.206885
16.940000	0.207170
16.950000	0.207456
16.960000	0.207742
16.970000	0.208028
16.980000	0.208314
16.990000	0.208601
17.000000	0.208887
17.010000	0.209174
17.020000	0.209462
17.030000	0.209749
17.040000	0.210037
17.050000	0.210324
17.060000	0.210613
17.070000	0.210901
17.080000	0.211189
17.090000	0.211478
17.100000	0.211767
17.110000	0.212056
17.120000	0.212345
17.130000	0.212635
17.140000	0.212925
17.150000	0.213214
17.160000	0.213505
17.170000	0.213795
17.180000	0.214086
17.190000	0.214376
17.200000	0.214667
17.210000	0.214958
17.220000	0.215250
17.230000	0.215541
17.240000	0.215833
17.250000	0.216125
17.260000	0.216418
17.270000	0.216710
17.280000	0.217003
17.290000	0.217295
17.300000	0.217588
17.310000	0.217882
17.320000	0.218175
17.330000	0.218469
17.340000	0.218763
17.350000	0.219057
17.360000	0.219351
17.370000	0.219645
17.380000	0.219940
17.390000	0.220235
17.400000	0.220530
17.410000	0.220825
17.420000	0.221121
17.430000	0.221416
17.440000	0.221712
17.450000	0.222008
17.460000	0.222305
17.470000	0.222601
17.480000	0.222898
17.490000	0.223195
17.500000	0.223492
17.510000	0.223789
17.520000	0.224086
17.530000	0.224384
17.540000	0.224682
17.550000	0.224980
17.560000	0.225278
17.570000	0.225576
17.580000	0.225875
17.590000	0.226174
17.600000	0.226473
17.610000	0.226772
17.620000	0.227071
17.630000	0.227371
17.640000	0.227670
17.650000	0.227970
17.660000	0.228271
17.670000	0.228571
17.680000	0.228871
17.690000	0.229172
17.700000	0.229473
17.710000	0.229774
17.720000	0.230075
17.730000	0.230377
17.740000	0.230678
17.750000	0.230980
17.760000	0.231282
17.770000	0.231584
17.780000	0.231887
17.790000	0.232189
17.800000	0.232492
17.810000	0.232795
17.820000	0.233098
17.830000	0.233401
17.840000	0.233705
17.850000	0.234008
17.860000	0.234312
17.870000	0.234616
17.880000	0.234920
17.890000	0.235225
17.900000	0.235529
17.910000	0.235834
17.920000	0.236139
17.930000	0.236444
17.940000	0.236749
17.950000	0.237055
17.960000	0.237360
17.970000	0.237666
17.980000	0.237972
17.990000	0.238278
18.000000	0.238585
18.010000	0.238891
18.020000	0.239198
18.030000	0.239505
18.040000	0.239812
18.050000	0.240119
18.060000	0.240426
18.070000	0.240734
18.080000	0.241041
18.090000	0.241349
18.100000	0.241657
18.110000	0.241965
18.120000	0.242274
18.130000	0.242582
18.140000	0.242891
18.150000	0.243200
18.160000	0.243509
18.170000	0.243818
18.180000	0.244128
18.190000	0.244437
18.200000	0.244747
18.210000	0.245057
18.220000	0.245367
18.230000	0.245677
18.240000	0.245987
18.250000	0.246298
18.260000	0.246608
18.270000	0.246919
18.280000	0.247230
18.290000	0.247541
18.300000	0.247853
18.310000	0.248164
18.320000	0.248476
18.330000	0.248788
18.340000	0.249100
18.350000	0.249412
18.360000	0.249724
18.370000	0.250037
18.380000	0.250349
18.390000	0.250662
18.400000	0.250975
18.410000	0.251288
18.420000	0.251601
18.430000	0.251914
18.440000	0.252228
18.450000	0.252542
18.460000	0.252856
18.470000	0.253169
18.480000	0.253484
18.490000	0.253798
18.500000	0.254112
18.510000	0.254427
18.520000	0.254742
18.530000	0.255057
18.540000	0.255372
18.550000	0.255687
18.560000	0.256002
18.570000	0.256318
18.580000	0.256633
18.590000	0.256949
18.600000	0.257265
18.610000	0.257581
18.620000	0.257897
18.630000	0.258213
18.640000	0.258530
18.650000	0.258846
18.660000	0.259163
18.670000	0.259480
18.680000	0.259797
18.690000	0.260114
18.700000	0.260432
18.710000	0.260749
18.720000	0.261067
18.730000	0.261384
18.740000	0.261702
18.750000	0.262020
18.760000	0.262338
18.770000	0.262657
18.780000	0.262975
18.790000	0.263294
18.800000	0.263612
18.810000	0.263931
18.820000	0.264250
18.830000	0.264569
18.840000	0.264888
18.850000	0.265208
18.860000	0.265527
18.870000	0.265847
18.880000	0.266167
18.890000	0.266486
18.900000	0.266806
18.910000	0.267127
18.920000	0.267447
18.930000	0.267767
18.940000	0.268088
18.950000	0.268408
18.960000	0.268729
18.970000	0.269050
18.980000	0.269371
18.990000	0.269692
19.000000	0.270013
19.010000	0.270335
19.020000	0.270656
19.030000	0.270978
19.040000	0.271300
19.050000	0.271621
19.060000	0.271943
19.070000	0.272265
19.080000	0.272588
19.090000	0.272910
19.100000	0.273232
19.110000	0.273555
19.120000	0.273878
19.130000	0.274200
19.140000	0.274523
19.150000	0.274846
19.160000	0.275169
19.170000	0.275493
19.180000	0.275816
19.190000	0.276139
19.200000	0.276463
19.210000	0.276787
19.220000	0.277111
19.230000	0.277434
19.240000	0.277758
19.250000	0.278083
19.260000	0.278407
19.270000	0.278731
19.280000	0.279056
19.290000	0.279380
19.300000	0.279705
19.310000	0.280030
19.320000	0.280354
19.330000	0.280679
19.340000	0.281004
19.350000	0.281330
19.360000	0.281655
19.370000	0.281980
19.380000	0.282306
19.390000	0.282631
19.400000	0.282957
19.410000	0.283283
19.420000	0.283609
19.430000	0.283935
19.440000	0.284261
19.450000	0.284587
19.460000	0.284913
19.470000	0.285239
19.480000	0.285566
19.490000	0.285892
19.500000	0.286219
19.510000	0.286546
19.520000	0.286873
19.530000	0.287199
19.540000	0.287526
19.550000	0.287854
19.560000	0.288181
19.570000	0.288508
19.580000	0.288835
19.590000	0.289163
19.600000	0.289490
19.610000	0.289818
19.620000	0.290146
19.630000	0.290473
19.640000	0.290801
19.650000	0.291129
19.660000	0.291457
19.670000	0.291785
19.680000	0.292113
19.690000	0.292442
19.700000	0.292770
19.710000	0.293099
19.720000	0.293427
19.730000	0.293756
19.740000	0.294084
19.750000	0.294413
19.760000	0.294742
19.770000	0.295071
19.780000	0.295400
19.790000	0.295729
19.800000	0.296058
19.810000	0.296387
19.820000	0.296716
19.830000	0.297046
19.840000	0.297375
19.850000	0.297705
19.860000	0.298034
19.870000	0.298364
19.880000	0.298694
19.890000	0.299023
19.900000	0.299353
19.910000	0.299683
19.920000	0.300013
19.930000	0.300343
19.940000	0.300673
19.950000	0.301003
19.960000	0.301334
19.970000	0.301664
19.980000	0.301994
19.990000	0.302325
20.000000	0.302655
20.010000	0.302986
20.020000	0.303316
20.030000	0.303647
20.040000	0.303978
20.050000	0.304308
20.060000	0.304639
20.070000	0.304970
20.080000	0.305301
20.090000	0.305632
20.100000	0.305963
20.110000	0.306294
20.120000	0.306625
20.130000	0.306957
20.140000	0.307288
20.150000	0.307619
20.160000	0.307951
20.170000	0.308282
20.180000	0.308614
20.190000	0.308945
20.200000	0.309277
20.210000	0.309608
20.220000	0.309940
20.230000	0.310272
20.240000	0.310603
20.250000	0.310935
20.260000	0.311267
20.270000	0.311599
20.280000	0.311931
20.290000	0.312263
20.300000	0.312595
20.310000	0.312927
20.320000	0.313259
20.330000	0.313591
20.340000	0.313923
20.350000	0.314256
20.360000	0.314588
20.370000	0.314920
20.380000	0.315253
20.390000	0.315585
20.400000	0.315917
20.410000	0.316250
20.420000	0.316582
20.430000	0.316915
20.440000	0.317247
20.450000	0.317580
20.460000	0.317912
20.470000	0.318245
20.480000	0.318578
20.490000	0.318910
20.500000	0.319243
20.510000	0.319576
20.520000	0.319909
20.530000	0.320241
20.540000	0.320574
20.550000	0.320907
20.560000	0.321240
20.570000	0.321573
20.580000	0.321906
20.590000	0.322239
20.600000	0.322572
20.610000	0.322905
20.620000	0.323238
20.630000	0.323571
20.640000	0.323904
20.650000	0.324237
20.660000	0.324570
20.670000	0.324903
20.680000	0.325236
20.690000	0.325569
20.700000	0.325903
20.710000	0.326236
20.720000	0.326569
20.730000	0.326902
20.740000	0.327235
20.750000	0.327569
20.760000	0.327902
20.770000	0.328235
20.780000	0.328568
20.790000	0.328902
20.800000	0.329235
20.810000	0.329568
20.820000	0.329902
20.830000	0.330235
20.840000	0.330568
20.850000	0.330901
20.860000	0.331235
20.870000	0.331568
20.880000	0.331901
20.890000	0.332235
20.900000	0.332568
20.910000	0.332901
20.920000	0.333235
20.930000	0.333568
20.940000	0.333901
20.950000	0.334235
20.960000	0.334568
20.970000	0.334901
20.980000	0.335235
20.990000	0.335568
21.000000	0.335901
21.010000	0.336235
21.020000	0.336568
21.030000	0.336901
21.040000	0.337235
21.050000	0.337568
21.060000	0.337901
21.070000	0.338234
21.080000	0.338568
21.090000	0.338901
21.100000	0.339234
21.110000	0.339567
21.120000	0.339901
21.130000	0.340234
21.140000	0.340567
21.150000	0.340900
21.160000	0.341233
21.170000	0.341566
21.180000	0.341900
21.190000	0.342233
21.200000	0.342566
21.210000	0.342899
21.220000	0.343232
21.230000	0.343565
21.240000	0.343898
21.250000	0.344231
21.260000	0.344564
21.270000	0.344897
21.280000	0.345230
21.290000	0.345563
21.300000	0.345895
21.310000	0.346228
21.320000	0.346561
21.330000	0.346894
21.340000	0.347227
21.350000	0.347559
21.360000	0.347892
21.370000	0.348225
21.380000	0.348557
21.390000	0.348890
21.400000	0.349223
21.410000	0.349555
21.420000	0.349888
21.430000	0.350220
21.440000	0.350553
21.450000	0.350885
21.460000	0.351218
21.470000	0.351550
21.480000	0.351882
21.490000	0.352215
21.500000	0.352547
21.510000	0.352879
21.520000	0.353211
21.530000	0.353543
21.540000	0.353875
21.550000	0.354207
21.560000	0.354539
21.570000	0.354871
21.580000	0.355203
21.590000	0.355535
21.600000	0.355867
21.610000	0.356199
21.620000	0.356531
21.630000	0.356862
21.640000	0.357194
21.650000	0.357525
21.660000	0.357857
21.670000	0.358189
21.680000	0.358520
21.690000	0.358851
21.700000	0.359183
21.710000	0.359514
21.720000	0.359845
21.730000	0.360177
21.740000	0.360508
21.750000	0.360839
21.760000	0.361170
21.770000	0.361501
21.780000	0.361832
21.790000	0.362163
21.800000	0.362493
21.810000	0.362824
21.820000	0.363155
21.830000	0.363485
21.840000	0.363816
21.850000	0.364147
21.860000	0.364477
21.870000	0.364807
21.880000	0.365138
21.890000	0.365468
21.900000	0.365798
21.910000	0.366128
21.920000	0.366458
21.930000	0.366788
21.940000	0.367118
21.950000	0.367448
21.960000	0.367778
21.970000	0.368108
21.980000	0.368437
21.990000	0.368767
22.000000	0.369097
22.010000	0.369426
22.020000	0.369755
22.030000	0.370085
22.040000	0.370414
22.050000	0.370743
22.060000	0.371072
22.070000	0.371401
22.080000	0.371730
22.090000	0.372059
22.100000	0.372388
22.110000	0.372717
22.120000	0.373045
22.130000	0.373374
22.140000	0.373702
22.150000	0.374031
22.160000	0.374359
22.170000	0.374687
22.180000	0.375015
22.190000	0.375344
22.200000	0.375672
22.210000	0.375999
22.220000	0.376327
22.230000	0.376655
22.240000	0.376983
22.250000	0.377310
22.260000	0.377638
22.270000	0.377965
22.280000	0.378292
22.290000	0.378620
22.300000	0.378947
22.310000	0.379274
22.320000	0.379601
22.330000	0.379928
22.340000	0.380254
22.350000	0.380581
22.360000	0.380908
22.370000	0.381234
22.380000	0.381561
22.390000	0.381887
22.400000	0.382213
22.410000	0.382539
22.420000	0.382865
22.430000	0.383191
22.440000	0.383517
22.450000	0.383843
22.460000	0.384168
22.470000	0.384494
22.480000	0.384819
22.490000	0.385145
22.500000	0.385470
22.510000	0.385795
22.520000	0.386120
22.530000	0.386445
22.540000	0.386770
22.550000	0.387095
22.560000	0.387419
22.570000	0.387744
22.580000	0.388068
22.590000	0.388392
22.600000	0.388717
22.610000	0.389041
22.620000	0.389365
22.630000	0.389688
22.640000	0.390012
22.650000	0.390336
22.660000	0.390659
22.670000	0.390983
22.680000	0.391306
22.690000	0.391629
22.700000	0.391952
22.710000	0.392275
22.720000	0.392598
22.730000	0.392921
22.740000	0.393244
22.750000	0.393566
22.760000	0.393888
22.770000	0.394211
22.780000	0.394533
22.790000	0.394855
22.800000	0.395177
22.810000	0.395499
22.820000	0.395820
22.830000	0.396142
22.840000	0.396463
22.850000	0.396785
22.860000	0.397106
22.870000	0.397427
22.880000	0.397748
22.890000	0.398069
22.900000	0.398389
22.910000	0.398710
22.920000	0.399030
22.930000	0.399351
22.940000	0.399671
22.950000	0.399991
22.960000	0.400311
22.970000	0.400631
22.980000	0.400950
22.990000	0.401270
23.000000	0.401589
23.010000	0.401909
23.020000	0.402228
23.030000	0.402547
23.040000	0.402866
23.050000	0.403184
23.060000	0.403503
23.070000	0.403822
23.080000	0.404140
23.090000	0.404458
23.100000	0.404776
23.110000	0.405094
23.120000	0.405412
23.130000	0.405730
23.140000	0.406047
23.150000	0.406365
23.160000	0.406682
23.170000	0.406999
23.180000	0.407316
23.190000	0.407633
23.200000	0.407950
23.210000	0.408266
23.220000	0.408583
23.230000	0.408899
23.240000	0.409215
23.250000	0.409531
23.260000	0.409847
23.270000	0.410163
23.280000	0.410478
23.290000	0.410793
23.300000	0.411109
23.310000	0.411424
23.320000	0.411739
23.330000	0.412054
23.340000	0.412368
23.350000	0.412683
23.360000	0.412997
23.370000	0.413311
23.380000	0.413625
23.390000	0.413939
23.400000	0.414253
23.410000	0.414567
23.420000	0.414880
23.430000	0.415194
23.440000	0.415507
23.450000	0.415820
23.460000	0.416133
23.470000	0.416445
23.480000	0.416758
23.490000	0.417070
23.500000	0.417382
23.510000	0.417694
23.520000	0.418006
23.530000	0.418318
23.540000	0.418630
23.550000	0.418941
23.560000	0.419252
23.570000	0.419563
23.580000	0.419874
23.590000	0.420185
23.600000	0.420496
23.610000	0.420806
23.620000	0.421117
23.630000	0.421427
23.640000	0.421737
23.650000	0.422046
23.660000	0.422356
23.670000	0.422666
23.680000	0.422975
23.690000	0.423284
23.700000	0.423593
23.710000	0.423902
23.720000	0.424210
23.730000	0.424519
23.740000	0.424827
23.750000	0.425135
23.760000	0.425443
23.770000	0.425751
23.780000	0.426059
23.790000	0.426366
23.800000	0.426673
23.810000	0.426981
23.820000	0.427288
23.830000	0.427594
23.840000	0.427901
23.850000	0.428207
23.860000	0.428514
23.870000	0.428820
23.880000	0.429126
23.890000	0.429431
23.900000	0.429737
23.910000	0.430042
23.920000	0.430347
23.930000	0.430652
23.940000	0.430957
23.950000	0.431262
23.960000	0.431566
23.970000	0.431871
23.980000	0.432175
23.990000	0.432479
24.000000	0.432782
24.010000	0.433086
24.020000	0.433389
24.030000	0.433693
24.040000	0.433996
24.050000	0.434298
24.060000	0.434601
24.070000	0.434904
24.080000	0.435206
24.090000	0.435508
24.100000	0.435810
24.110000	0.436112
24.120000	0.436413
24.130000	0.436715
24.140000	0.437016
24.150000	0.437317
24.160000	0.437618
24.170000	0.437918
24.180000	0.438219
24.190000	0.438519
24.200000	0.438819
24.210000	0.439119
24.220000	0.439418
24.230000	0.439718
24.240000	0.440017
24.250000	0.440316
24.260000	0.440615
24.270000	0.440914
24.280000	0.441212
24.290000	0.441511
24.300000	0.441809
24.310000	0.442107
24.320000	0.442404
24.330000	0.442702
24.340000	0.442999
24.350000	0.443297
24.360000	0.443593
24.370000	0.443890
24.380000	0.444187
24.390000	0.444483
24.400000	0.444779
24.410000	0.445075
24.420000	0.445371
24.430000	0.445667
24.440000	0.445962
24.450000	0.446257
24.460000	0.446552
24.470000	0.446847
24.480000	0.447142
24.490000	0.447436
24.500000	0.447730
24.510000	0.448024
24.520000	0.448318
24.530000	0.448611
24.540000	0.448905
24.550000	0.449198
24.560000	0.449491
24.570000	0.449784
24.580000	0.450076
24.590000	0.450369
24.600000	0.450661
24.610000	0.450953
24.620000	0.451244
24.630000	0.451536
24.640000	0.451827
24.650000	0.452118
24.660000	0.452409
24.670000	0.452700
24.680000	0.452990
24.690000	0.453281
24.700000	0.453571
24.710000	0.453861
24.720000	0.454150
24.730000	0.454440
24.740000	0.454729
24.750000	0.455018
24.760000	0.455307
24.770000	0.455595
24.780000	0.455884
24.790000	0.456172
24.800000	0.456460
24.810000	0.456748
24.820000	0.457035
24.830000	0.457322
24.840000	0.457610
24.850000	0.457896
24.860000	0.458183
24.870000	0.458470
24.880000	0.458756
24.890000	0.459042
24.900000	0.459328
24.910000	0.459613
24.920000	0.459899
24.930000	0.460184
24.940000	0.460469
24.950000	0.460753
24.960000	0.461038
24.970000	0.461322
24.980000	0.461606
24.990000	0.461890
25.000000	0.462174
25.010000	0.462457
25.020000	0.462741
25.030000	0.463024
25.040000	0.463306
25.050000	0.463589
25.060000	0.463871
25.070000	0.464153
25.080000	0.464435
25.090000	0.464717
25.100000	0.464998
25.110000	0.465279
25.120000	0.465560
25.130000	0.465841
25.140000	0.466122
25.150000	0.466402
25.160000	0.466682
25.170000	0.466962
25.180000	0.467242
25.190000	0.467521
25.200000	0.467800
25.210000	0.468079
25.220000	0.468358
25.230000	0.468637
25.240000	0.468915
25.250000	0.469193
25.260000	0.469471
25.270000	0.469748
25.280000	0.470026
25.290000	0.470303
25.300000	0.470580
25.310000	0.470857
25.320000	0.471133
25.330000	0.471409
25.340000	0.471685
25.350000	0.471961
25.360000	0.472237
25.370000	0.472512
25.380000	0.472787
25.390000	0.473062
25.400000	0.473337
25.410000	0.473611
25.420000	0.473885
25.430000	0.474159
25.440000	0.474433
25.450000	0.474706
25.460000	0.474980
25.470000	0.475253
25.480000	0.475526
25.490000	0.475798
25.500000	0.476070
25.510000	0.476343
25.520000	0.476614
25.530000	0.476886
25.540000	0.477157
25.550000	0.477429
25.560000	0.477699
25.570000	0.477970
25.580000	0.478241
25.590000	0.478511
25.600000	0.478781
25.610000	0.479051
25.620000	0.479320
25.630000	0.479589
25.640000	0.479858
25.650000	0.480127
25.660000	0.480396
25.670000	0.480664
25.680000	0.480932
25.690000	0.481200
25.700000	0.481468
25.710000	0.481735
25.720000	0.482002
25.730000	0.482269
25.740000	0.482536
25.750000	0.482802
25.760000	0.483068
25.770000	0.483334
25.780000	0.483600
25.790000	0.483866
25.800000	0.484131
25.810000	0.484396
25.820000	0.484661
25.830000	0.484925
25.840000	0.485189
25.850000	0.485453
25.860000	0.485717
25.870000	0.485981
25.880000	0.486244
25.890000	0.486507
25.900000	0.486770
25.910000	0.487033
25.920000	0.487295
25.930000	0.487557
25.940000	0.487819
25.950000	0.488080
25.960000	0.488342
25.970000	0.488603
25.980000	0.488864
25.990000	0.489124
26.000000	0.489385
26.010000	0.489645
26.020000	0.489905
26.030000	0.490165
26.040000	0.490424
26.050000	0.490683
26.060000	0.490942
26.070000	0.491201
26.080000	0.491459
26.090000	0.491717
26.100000	0.491975
26.110000	0.492233
26.120000	0.492491
26.130000	0.492748
26.140000	0.493005
26.150000	0.493261
26.160000	0.493518
26.170000	0.493774
26.180000	0.494030
26.190000	0.494286
26.200000	0.494541
26.210000	0.494797
26.220000	0.495052
26.230000	0.495306
26.240000	0.495561
26.250000	0.495815
26.260000	0.496069
26.270000	0.496323
26.280000	0.496576
26.290000	0.496830
26.300000	0.497083
26.310000	0.497336
26.320000	0.497588
26.330000	0.497840
26.340000	0.498092
26.350000	0.498344
26.360000	0.498596
26.370000	0.498847
26.380000	0.499098
26.390000	0.499349
26.400000	0.499599
26.410000	0.499849
26.420000	0.500100
26.430000	0.500349
26.440000	0.500599
26.450000	0.500848
26.460000	0.501097
26.470000	0.501346
26.480000	0.501594
26.490000	0.501843
26.500000	0.502091
26.510000	0.502338
26.520000	0.502586
26.530000	0.502833
26.540000	0.503080
26.550000	0.503327
26.560000	0.503574
26.570000	0.503820
26.580000	0.504066
26.590000	0.504312
26.600000	0.504557
26.610000	0.504802
26.620000	0.505047
26.630000	0.505292
26.640000	0.505537
26.650000	0.505781
26.660000	0.506025
26.670000	0.506269
26.680000	0.506512
26.690000	0.506755
26.700000	0.506998
26.710000	0.507241
26.720000	0.507483
26.730000	0.507726
26.740000	0.507968
26.750000	0.508209
26.760000	0.508451
26.770000	0.508692
26.780000	0.508933
26.790000	0.509174
26.800000	0.509414
26.810000	0.509654
26.820000	0.509894
26.830000	0.510134
26.840000	0.510373
26.850000	0.510613
26.860000	0.510852
26.870000	0.511090
26.880000	0.511329
26.890000	0.511567
26.900000	0.511805
26.910000	0.512042
26.920000	0.512280
26.930000	0.512517
26.940000	0.512754
26.950000	0.512990
26.960000	0.513227
26.970000	0.513463
26.980000	0.513699
26.990000	0.513934
27.000000	0.514170
27.010000	0.514405
27.020000	0.514640
27.030000	0.514874
27.040000	0.515109
27.050000	0.515343
27.060000	0.515576
27.070000	0.515810
27.080000	0.516043
27.090000	0.516276
27.100000	0.516509
27.110000	0.516742
27.120000	0.516974
27.130000	0.517206
27.140000	0.517438
27.150000	0.517669
27.160000	0.517901
27.170000	0.518132
27.180000	0.518362
27.190000	0.518593
27.200000	0.518823
27.210000	0.519053
27.220000	0.519283
27.230000	0.519512
27.240000	0.519742
27.250000	0.519971
27.260000	0.520199
27.270000	0.520428
27.280000	0.520656
27.290000	0.520884
27.300000	0.521111
27.310000	0.521339
27.320000	0.521566
27.330000	0.521793
27.340000	0.522020
27.350000	0.522246
27.360000	0.522472
27.370000	0.522698
27.380000	0.522924
27.390000	0.523149
27.400000	0.523374
27.410000	0.523599
27.420000	0.523824
27.430000	0.524048
27.440000	0.524272
27.450000	0.524496
27.460000	0.524719
27.470000	0.524943
27.480000	0.525166
27.490000	0.525389
27.500000	0.525611
27.510000	0.525833
27.520000	0.526056
27.530000	0.526277
27.540000	0.526499
27.550000	0.526720
27.560000	0.526941
27.570000	0.527162
27.580000	0.527382
27.590000	0.527603
27.600000	0.527823
27.610000	0.528042
27.620000	0.528262
27.630000	0.528481
27.640000	0.528700
27.650000	0.528919
27.660000	0.529137
27.670000	0.529355
27.680000	0.529573
27.690000	0.529791
27.700000	0.530008
27.710000	0.530225
27.720000	0.530442
27.730000	0.530659
27.740000	0.530875
27.750000	0.531092
27.760000	0.531307
27.770000	0.531523
27.780000	0.531738
27.790000	0.531954
27.800000	0.532168
27.810000	0.532383
27.820000	0.532597
27.830000	0.532811
27.840000	0.533025
27.850000	0.533239
27.860000	0.533452
27.870000	0.533665
27.880000	0.533878
27.890000	0.534091
27.900000	0.534303
27.910000	0.534515
27.920000	0.534727
27.930000	0.534938
27.940000	0.535149
27.950000	0.535360
27.960000	0.535571
