0.000000	0.010000	0.000000	0.000000	0.000000
0.100000	0.010199	0.000000	0.000000	0.000000
0.200000	0.010402	0.000000	0.000000	0.000000
0.300000	0.010608	0.000000	0.000000	0.000000
0.400000	0.010819	0.000000	0.000000	0.000000
0.500000	0.011034	0.000000	0.000000	0.000000
0.600000	0.011253	0.000000	0.000000	0.000000
0.700000	0.011476	0.000000	0.000000	0.000000
0.800000	0.011703	0.000000	0.000000	0.000000
0.900000	0.011935	0.000000	0.000000	0.000000
1.000000	0.012172	0.000000	0.000000	0.000000
1.100000	0.012412	0.000000	0.000000	0.000000
1.200000	0.012658	0.000000	0.000000	0.000000
1.300000	0.012908	0.000000	0.000000	0.000000
1.400000	0.013163	0.000000	0.000000	0.000000
1.500000	0.013423	0.000000	0.000000	0.000000
1.600000	0.013688	0.000000	0.000000	0.000000
1.700000	0.013958	0.000000	0.000000	0.000000
1.800000	0.014233	0.000000	0.000000	0.000000
1.900000	0.014513	0.000000	0.000000	0.000000
2.000000	0.014799	0.000000	0.000000	0.000000
2.100000	0.015090	0.000000	0.000000	0.000000
2.200000	0.015386	0.000000	0.000000	0.000000
2.300000	0.015688	0.000000	0.000000	0.000000
2.400000	0.015996	0.000000	0.000000	0.000000
2.500000	0.016310	0.000000	0.000000	0.000000
2.600000	0.016629	0.000000	0.000000	0.000000
2.700000	0.016955	0.000000	0.000000	0.000000
2.800000	0.017287	0.000000	0.000000	0.000000
2.900000	0.017625	0.000000	0.000000	0.000001
3.000000	0.017969	0.000000	0.000000	0.000001
3.100000	0.018320	0.000000	0.000000	0.000001
3.200000	0.018677	0.000000	0.000000	0.000001
3.300000	0.019041	0.000000	0.000000	0.000001
3.400000	0.019412	0.000000	0.000000	0.000001
3.500000	0.019789	0.000000	0.000000	0.000001
3.600000	0.020174	0.000000	0.000000	0.000001
3.700000	0.020565	0.000000	0.000000	0.000001
3.800000	0.020964	0.000000	0.000000	0.000001
3.900000	0.021370	0.000000	0.000000	0.000001
4.000000	0.021784	0.000000	0.000000	0.000001
4.100000	0.022205	0.000000	0.000000	0.000001
4.200000	0.022634	0.000000	0.000000	0.000001
4.300000	0.023071	0.000000	0.000000	0.000001
4.400000	0.023516	0.000000	0.000000	0.000001
4.500000	0.023969	0.000000	0.000000	0.000001
4.600000	0.024430	0.000000	0.000000	0.000001
4.700000	0.024899	0.000000	0.000000	0.000001
4.800000	0.025377	0.000000	0.000000	0.000001
4.900000	0.025864	0.000000	0.000000	0.000001
5.000000	0.026359	0.000000	0.000000	0.000001
5.100000	0.026863	0.000000	0.000000	0.000001
5.200000	0.027376	0.000000	0.000000	0.000001
5.300000	0.027898	0.000000	0.000000	0.000001
5.400000	0.028430	0.000000	0.000000	0.000002
5.500000	0.028970	0.000000	0.000000	0.000002
5.600000	0.029521	0.000000	0.000000	0.000002
5.700000	0.030081	0.000000	0.000000	0.000002
5.800000	0.030651	0.000000	0.000000	0.000002
5.900000	0.031231	0.000000	0.000000	0.000002
6.000000	0.031821	0.000000	0.000000	0.000002
6.100000	0.032421	0.000000	0.000000	0.000002
6.200000	0.033032	0.000000	0.000000	0.000002
6.300000	0.033653	0.000000	0.000000	0.000002
6.400000	0.034285	0.000000	0.000000	0.000002
6.500000	0.034928	0.000000	0.000000	0.000002
6.600000	0.035582	0.000000	0.000000	0.000002
6.700000	0.036247	0.000000	0.000000	0.000002
6.800000	0.036923	0.000000	0.000000	0.000003
6.900000	0.037611	0.000000	0.000000	0.000003
7.000000	0.038310	0.000000	0.000000	0.000003
7.100000	0.039021	0.000000	0.000000	0.000003
7.200000	0.039743	0.000000	0.000000	0.000003
7.300000	0.040478	0.000000	0.000000	0.000003
7.400000	0.041225	0.000000	0.000000	0.000003
7.500000	0.041985	0.000000	0.000000	0.000003
7.600000	0.042756	0.000000	0.000000	0.000003
7.700000	0.043541	0.000000	0.000000	0.000003
7.800000	0.044338	0.000000	0.000000	0.000003
7.900000	0.045148	0.000000	0.000000	0.000004
8.000000	0.045971	0.000000	0.000000	0.000004
8.100000	0.046807	0.000000	0.000000	0.000004
8.200000	0.047657	0.000000	0.000000	0.000004
8.300000	0.048520	0.000000	0.000000	0.000004
8.400000	0.049397	0.000000	0.000000	0.000004
8.500000	0.050287	0.000000	0.000000	0.000004
8.600000	0.051192	0.000000	0.000000	0.000004
8.700000	0.052110	0.000000	0.000000	0.000005
8.800000	0.053043	0.000000	0.000000	0.000005
8.900000	0.053990	0.000000	0.000000	0.000005
9.000000	0.054951	0.000000	0.000000	0.000005
9.100000	0.055927	0.000000	0.000000	0.000005
9.200000	0.056918	0.000000	0.000000	0.000005
9.300000	0.057923	0.000000	0.000000	0.000005
9.400000	0.058944	0.000000	0.000000	0.000006
9.500000	0.059979	0.000000	0.000000	0.000006
9.600000	0.061030	0.000000	0.000000	0.000006
9.700000	0.062096	0.000000	0.000000	0.000006
9.800000	0.063177	0.000000	0.000000	0.000006
9.900000	0.064274	0.000000	0.000000	0.000006
10.000000	0.065386	0.000000	0.000000	0.000007
10.100000	0.066515	0.000000	0.000000	0.000007
10.200000	0.067659	0.000000	0.000000	0.000007
10.300000	0.068818	0.000000	0.000000	0.000007
10.400000	0.069994	0.000000	0.000000	0.000007
10.500000	0.071186	0.000000	0.000000	0.000008
10.600000	0.072394	0.000000	0.000000	0.000008
10.700000	0.073619	0.000000	0.000000	0.000008
10.800000	0.074859	0.000000	0.000000	0.000008
10.900000	0.076116	0.000000	0.000000	0.000008
11.000000	0.077390	0.000000	0.000000	0.000009
11.100000	0.078680	0.000000	0.000000	0.000009
11.200000	0.079986	0.000000	0.000000	0.000009
11.300000	0.081309	0.000000	0.000000	0.000009
11.400000	0.082648	0.000000	0.000000	0.000010
11.500000	0.084004	0.000000	0.000000	0.000010
11.600000	0.085377	0.000000	0.000000	0.000010
11.700000	0.086766	0.000000	0.000000	0.000010
11.800000	0.088172	0.000000	0.000000	0.000011
11.900000	0.089594	0.000000	0.000000	0.000011
12.000000	0.091033	0.000000	0.000000	0.000011
12.100000	0.092489	0.000000	0.000000	0.000011
12.200000	0.093961	0.000000	0.000000	0.000012
12.300000	0.095449	0.000000	0.000000	0.000012
12.400000	0.096954	0.000000	0.000000	0.000012
12.500000	0.098476	0.000000	0.000000	0.000012
