tb	Rb
488.230000	1.588408
488.240000	1.587405
488.250000	1.586403
488.260000	1.585402
488.270000	1.584401
488.280000	1.583400
488.290000	1.582399
488.300000	1.581399
488.310000	1.580400
488.320000	1.579400
488.330000	1.578402
488.340000	1.577403
488.350000	1.576405
488.360000	1.575408
488.370000	1.574410
488.380000	1.573414
488.390000	1.572417
488.400000	1.571421
488.410000	1.570426
488.420000	1.569430
488.430000	1.568436
488.440000	1.567441
488.450000	1.566448
488.460000	1.565454
488.470000	1.564461
488.480000	1.563468
488.490000	1.562476
488.500000	1.561485
488.510000	1.560493
488.520000	1.559502
488.530000	1.558512
488.540000	1.557522
488.550000	1.556532
488.560000	1.555543
488.570000	1.554555
488.580000	1.553566
488.590000	1.552579
488.600000	1.551591
488.610000	1.550604
488.620000	1.549618
488.630000	1.548632
488.640000	1.547647
488.650000	1.546662
488.660000	1.545677
488.670000	1.544693
488.680000	1.543709
488.690000	1.542726
488.700000	1.541743
488.710000	1.540761
488.720000	1.539779
488.730000	1.538798
488.740000	1.537817
488.750000	1.536837
488.760000	1.535857
488.770000	1.534878
488.780000	1.533899
488.790000	1.532920
488.800000	1.531942
488.810000	1.530965
488.820000	1.529988
488.830000	1.529011
488.840000	1.528036
488.850000	1.527060
488.860000	1.526085
488.870000	1.525111
488.880000	1.524137
488.890000	1.523163
488.900000	1.522190
488.910000	1.521218
488.920000	1.520246
488.930000	1.519274
488.940000	1.518303
488.950000	1.517333
488.960000	1.516363
488.970000	1.515394
488.980000	1.514425
488.990000	1.513457
489.000000	1.512489
489.010000	1.511521
489.020000	1.510555
489.030000	1.509588
489.040000	1.508623
489.050000	1.507658
489.060000	1.506693
489.070000	1.505729
489.080000	1.504765
489.090000	1.503802
489.100000	1.502840
489.110000	1.501878
489.120000	1.500916
489.130000	1.499955
489.140000	1.498995
489.150000	1.498035
489.160000	1.497076
489.170000	1.496117
489.180000	1.495159
489.190000	1.494202
489.200000	1.493245
489.210000	1.492288
489.220000	1.491332
489.230000	1.490377
489.240000	1.489422
489.250000	1.488468
489.260000	1.487514
489.270000	1.486561
489.280000	1.485608
489.290000	1.484656
489.300000	1.483705
489.310000	1.482754
489.320000	1.481804
489.330000	1.480854
489.340000	1.479905
489.350000	1.478957
489.360000	1.478009
489.370000	1.477061
489.380000	1.476115
489.390000	1.475168
489.400000	1.474223
489.410000	1.473278
489.420000	1.472333
489.430000	1.471390
489.440000	1.470446
489.450000	1.469504
489.460000	1.468562
489.470000	1.467620
489.480000	1.466679
489.490000	1.465739
489.500000	1.464800
489.510000	1.463860
489.520000	1.462922
489.530000	1.461984
489.540000	1.461047
489.550000	1.460110
489.560000	1.459174
489.570000	1.458239
489.580000	1.457304
489.590000	1.456370
489.600000	1.455436
489.610000	1.454504
489.620000	1.453571
489.630000	1.452640
489.640000	1.451709
489.650000	1.450778
489.660000	1.449848
489.670000	1.448919
489.680000	1.447991
489.690000	1.447063
489.700000	1.446135
489.710000	1.445209
489.720000	1.444283
489.730000	1.443357
489.740000	1.442432
489.750000	1.441508
489.760000	1.440585
489.770000	1.439662
489.780000	1.438740
489.790000	1.437818
489.800000	1.436897
489.810000	1.435977
489.820000	1.435057
489.830000	1.434138
489.840000	1.433220
489.850000	1.432302
489.860000	1.431385
489.870000	1.430469
489.880000	1.429553
489.890000	1.428638
489.900000	1.427724
489.910000	1.426810
489.920000	1.425897
489.930000	1.424985
489.940000	1.424073
489.950000	1.423162
489.960000	1.422251
489.970000	1.421342
489.980000	1.420433
489.990000	1.419524
490.000000	1.418617
490.010000	1.417709
490.020000	1.416803
490.030000	1.415897
490.040000	1.414992
490.050000	1.414088
490.060000	1.413184
490.070000	1.412281
490.080000	1.411379
490.090000	1.410477
490.100000	1.409576
490.110000	1.408676
490.120000	1.407777
490.130000	1.406878
490.140000	1.405979
490.150000	1.405082
490.160000	1.404185
490.170000	1.403289
490.180000	1.402394
490.190000	1.401499
490.200000	1.400605
490.210000	1.399711
490.220000	1.398819
490.230000	1.397927
490.240000	1.397036
490.250000	1.396145
490.260000	1.395255
490.270000	1.394366
490.280000	1.393478
490.290000	1.392590
490.300000	1.391703
490.310000	1.390816
490.320000	1.389931
490.330000	1.389046
490.340000	1.388162
490.350000	1.387278
490.360000	1.386396
490.370000	1.385514
490.380000	1.384632
490.390000	1.383752
490.400000	1.382872
490.410000	1.381993
490.420000	1.381114
490.430000	1.380236
490.440000	1.379359
490.450000	1.378483
490.460000	1.377608
490.470000	1.376733
490.480000	1.375859
490.490000	1.374985
490.500000	1.374113
490.510000	1.373241
490.520000	1.372369
490.530000	1.371499
490.540000	1.370629
490.550000	1.369760
490.560000	1.368892
490.570000	1.368025
490.580000	1.367158
490.590000	1.366292
490.600000	1.365426
490.610000	1.364562
490.620000	1.363698
490.630000	1.362835
490.640000	1.361973
490.650000	1.361111
490.660000	1.360250
490.670000	1.359390
490.680000	1.358531
490.690000	1.357672
490.700000	1.356814
490.710000	1.355957
490.720000	1.355101
490.730000	1.354245
490.740000	1.353390
490.750000	1.352536
490.760000	1.351683
490.770000	1.350830
490.780000	1.349979
490.790000	1.349128
490.800000	1.348277
490.810000	1.347428
490.820000	1.346579
490.830000	1.345731
490.840000	1.344884
490.850000	1.344037
490.860000	1.343191
490.870000	1.342346
490.880000	1.341502
490.890000	1.340659
490.900000	1.339816
490.910000	1.338974
490.920000	1.338133
490.930000	1.337293
490.940000	1.336453
490.950000	1.335614
490.960000	1.334776
490.970000	1.333939
490.980000	1.333102
490.990000	1.332267
491.000000	1.331432
491.010000	1.330597
491.020000	1.329764
491.030000	1.328931
491.040000	1.328099
491.050000	1.327268
491.060000	1.326438
491.070000	1.325609
491.080000	1.324780
491.090000	1.323952
491.100000	1.323125
491.110000	1.322298
491.120000	1.321473
491.130000	1.320648
491.140000	1.319824
491.150000	1.319001
491.160000	1.318178
491.170000	1.317356
491.180000	1.316536
491.190000	1.315715
491.200000	1.314896
491.210000	1.314078
491.220000	1.313260
491.230000	1.312443
491.240000	1.311627
491.250000	1.310812
491.260000	1.309997
491.270000	1.309183
491.280000	1.308370
491.290000	1.307558
491.300000	1.306747
491.310000	1.305936
491.320000	1.305126
491.330000	1.304317
491.340000	1.303509
491.350000	1.302702
491.360000	1.301895
491.370000	1.301090
491.380000	1.300285
491.390000	1.299480
491.400000	1.298677
491.410000	1.297875
491.420000	1.297073
491.430000	1.296272
491.440000	1.295472
491.450000	1.294672
491.460000	1.293874
491.470000	1.293076
491.480000	1.292279
491.490000	1.291483
491.500000	1.290688
491.510000	1.289893
491.520000	1.289100
491.530000	1.288307
491.540000	1.287515
491.550000	1.286723
491.560000	1.285933
491.570000	1.285143
491.580000	1.284355
491.590000	1.283567
491.600000	1.282779
491.610000	1.281993
491.620000	1.281208
491.630000	1.280423
491.640000	1.279639
491.650000	1.278856
491.660000	1.278074
491.670000	1.277292
491.680000	1.276511
491.690000	1.275732
491.700000	1.274953
491.710000	1.274174
491.720000	1.273397
491.730000	1.272621
491.740000	1.271845
491.750000	1.271070
491.760000	1.270296
491.770000	1.269523
491.780000	1.268750
491.790000	1.267979
491.800000	1.267208
491.810000	1.266438
491.820000	1.265669
491.830000	1.264900
491.840000	1.264133
491.850000	1.263366
491.860000	1.262600
491.870000	1.261835
491.880000	1.261071
491.890000	1.260308
491.900000	1.259545
491.910000	1.258784
491.920000	1.258023
491.930000	1.257263
491.940000	1.256504
491.950000	1.255745
491.960000	1.254988
491.970000	1.254231
491.980000	1.253475
491.990000	1.252720
492.000000	1.251966
492.010000	1.251212
492.020000	1.250460
492.030000	1.249708
492.040000	1.248957
492.050000	1.248207
492.060000	1.247458
492.070000	1.246710
492.080000	1.245962
492.090000	1.245215
492.100000	1.244470
492.110000	1.243724
492.120000	1.242980
492.130000	1.242237
492.140000	1.241494
492.150000	1.240753
492.160000	1.240012
492.170000	1.239272
492.180000	1.238533
492.190000	1.237794
492.200000	1.237057
492.210000	1.236320
492.220000	1.235584
492.230000	1.234849
492.240000	1.234115
492.250000	1.233382
492.260000	1.232649
492.270000	1.231917
492.280000	1.231187
492.290000	1.230457
492.300000	1.229728
492.310000	1.228999
492.320000	1.228272
492.330000	1.227545
492.340000	1.226819
492.350000	1.226094
492.360000	1.225370
492.370000	1.224647
492.380000	1.223925
492.390000	1.223203
492.400000	1.222482
492.410000	1.221763
492.420000	1.221044
492.430000	1.220325
492.440000	1.219608
492.450000	1.218891
492.460000	1.218176
492.470000	1.217461
492.480000	1.216747
492.490000	1.216034
492.500000	1.215322
492.510000	1.214610
492.520000	1.213899
492.530000	1.213190
492.540000	1.212481
492.550000	1.211773
492.560000	1.211065
492.570000	1.210359
492.580000	1.209654
492.590000	1.208949
492.600000	1.208245
492.610000	1.207542
492.620000	1.206840
492.630000	1.206138
492.640000	1.205438
492.650000	1.204738
492.660000	1.204040
492.670000	1.203342
492.680000	1.202644
492.690000	1.201948
492.700000	1.201253
492.710000	1.200558
492.720000	1.199865
492.730000	1.199172
492.740000	1.198480
492.750000	1.197788
492.760000	1.197098
492.770000	1.196409
492.780000	1.195720
492.790000	1.195032
492.800000	1.194345
492.810000	1.193659
492.820000	1.192974
492.830000	1.192289
492.840000	1.191606
492.850000	1.190923
492.860000	1.190241
492.870000	1.189560
492.880000	1.188880
492.890000	1.188200
492.900000	1.187522
492.910000	1.186844
492.920000	1.186167
492.930000	1.185492
492.940000	1.184816
492.950000	1.184142
492.960000	1.183469
492.970000	1.182796
492.980000	1.182124
492.990000	1.181453
493.000000	1.180783
493.010000	1.180114
493.020000	1.179446
493.030000	1.178778
493.040000	1.178112
493.050000	1.177446
493.060000	1.176781
493.070000	1.176117
493.080000	1.175453
493.090000	1.174791
493.100000	1.174129
493.110000	1.173468
493.120000	1.172808
493.130000	1.172149
493.140000	1.171491
493.150000	1.170834
493.160000	1.170177
493.170000	1.169521
493.180000	1.168867
493.190000	1.168212
493.200000	1.167559
493.210000	1.166907
493.220000	1.166255
493.230000	1.165605
493.240000	1.164955
493.250000	1.164306
493.260000	1.163658
493.270000	1.163011
493.280000	1.162364
493.290000	1.161718
493.300000	1.161074
493.310000	1.160430
493.320000	1.159787
493.330000	1.159144
493.340000	1.158503
493.350000	1.157862
493.360000	1.157223
493.370000	1.156584
493.380000	1.155946
493.390000	1.155309
493.400000	1.154672
493.410000	1.154037
493.420000	1.153402
493.430000	1.152768
493.440000	1.152135
493.450000	1.151503
493.460000	1.150872
493.470000	1.150241
493.480000	1.149611
493.490000	1.148983
493.500000	1.148355
493.510000	1.147727
493.520000	1.147101
493.530000	1.146476
493.540000	1.145851
493.550000	1.145227
493.560000	1.144604
493.570000	1.143982
493.580000	1.143361
493.590000	1.142740
493.600000	1.142121
493.610000	1.141502
493.620000	1.140884
493.630000	1.140267
493.640000	1.139650
493.650000	1.139035
493.660000	1.138420
493.670000	1.137807
493.680000	1.137194
493.690000	1.136581
493.700000	1.135970
493.710000	1.135360
493.720000	1.134750
493.730000	1.134141
493.740000	1.133533
493.750000	1.132926
493.760000	1.132320
493.770000	1.131714
493.780000	1.131110
493.790000	1.130506
493.800000	1.129903
493.810000	1.129301
493.820000	1.128699
493.830000	1.128099
493.840000	1.127499
493.850000	1.126900
493.860000	1.126302
493.870000	1.125705
493.880000	1.125109
493.890000	1.124513
493.900000	1.123918
493.910000	1.123324
493.920000	1.122731
493.930000	1.122139
493.940000	1.121548
493.950000	1.120957
493.960000	1.120367
493.970000	1.119778
493.980000	1.119190
493.990000	1.118603
494.000000	1.118016
494.010000	1.117431
494.020000	1.116846
494.030000	1.116262
494.040000	1.115678
494.050000	1.115096
494.060000	1.114514
494.070000	1.113934
494.080000	1.113354
494.090000	1.112775
494.100000	1.112196
494.110000	1.111619
494.120000	1.111042
494.130000	1.110466
494.140000	1.109891
494.150000	1.109317
494.160000	1.108744
494.170000	1.108171
494.180000	1.107599
494.190000	1.107028
494.200000	1.106458
494.210000	1.105889
494.220000	1.105320
494.230000	1.104752
494.240000	1.104186
494.250000	1.103619
494.260000	1.103054
494.270000	1.102490
494.280000	1.101926
494.290000	1.101363
494.300000	1.100801
494.310000	1.100240
494.320000	1.099679
494.330000	1.099120
494.340000	1.098561
494.350000	1.098003
494.360000	1.097446
494.370000	1.096889
494.380000	1.096334
494.390000	1.095779
494.400000	1.095225
494.410000	1.094672
494.420000	1.094119
494.430000	1.093568
494.440000	1.093017
494.450000	1.092467
494.460000	1.091918
494.470000	1.091370
494.480000	1.090822
494.490000	1.090275
494.500000	1.089729
494.510000	1.089184
494.520000	1.088640
494.530000	1.088096
494.540000	1.087553
494.550000	1.087011
494.560000	1.086470
494.570000	1.085930
494.580000	1.085390
494.590000	1.084852
494.600000	1.084314
494.610000	1.083776
494.620000	1.083240
494.630000	1.082704
494.640000	1.082169
494.650000	1.081635
494.660000	1.081102
494.670000	1.080570
494.680000	1.080038
494.690000	1.079507
494.700000	1.078977
494.710000	1.078448
494.720000	1.077919
494.730000	1.077392
494.740000	1.076865
494.750000	1.076338
494.760000	1.075813
494.770000	1.075288
494.780000	1.074765
494.790000	1.074242
494.800000	1.073719
494.810000	1.073198
494.820000	1.072677
494.830000	1.072157
494.840000	1.071638
494.850000	1.071120
494.860000	1.070602
494.870000	1.070086
494.880000	1.069570
494.890000	1.069054
494.900000	1.068540
494.910000	1.068026
494.920000	1.067514
494.930000	1.067001
494.940000	1.066490
494.950000	1.065980
494.960000	1.065470
494.970000	1.064961
494.980000	1.064453
494.990000	1.063945
495.000000	1.063438
495.010000	1.062932
495.020000	1.062427
495.030000	1.061923
495.040000	1.061419
495.050000	1.060917
495.060000	1.060414
495.070000	1.059913
495.080000	1.059413
495.090000	1.058913
495.100000	1.058414
495.110000	1.057916
495.120000	1.057418
495.130000	1.056921
495.140000	1.056425
495.150000	1.055930
495.160000	1.055436
495.170000	1.054942
495.180000	1.054449
495.190000	1.053957
495.200000	1.053466
495.210000	1.052975
495.220000	1.052485
495.230000	1.051996
495.240000	1.051508
495.250000	1.051020
495.260000	1.050533
495.270000	1.050047
495.280000	1.049562
495.290000	1.049077
495.300000	1.048594
495.310000	1.048111
495.320000	1.047628
495.330000	1.047147
495.340000	1.046666
495.350000	1.046186
495.360000	1.045706
495.370000	1.045228
495.380000	1.044750
495.390000	1.044273
495.400000	1.043797
495.410000	1.043321
495.420000	1.042846
495.430000	1.042372
495.440000	1.041899
495.450000	1.041426
495.460000	1.040954
495.470000	1.040483
495.480000	1.040013
495.490000	1.039543
495.500000	1.039074
495.510000	1.038606
495.520000	1.038139
495.530000	1.037672
495.540000	1.037206
495.550000	1.036741
495.560000	1.036276
495.570000	1.035813
495.580000	1.035350
495.590000	1.034887
495.600000	1.034426
495.610000	1.033965
495.620000	1.033505
495.630000	1.033045
495.640000	1.032587
495.650000	1.032129
495.660000	1.031672
495.670000	1.031215
495.680000	1.030760
495.690000	1.030305
495.700000	1.029850
495.710000	1.029397
495.720000	1.028944
495.730000	1.028492
495.740000	1.028041
495.750000	1.027590
495.760000	1.027140
495.770000	1.026691
495.780000	1.026242
495.790000	1.025795
495.800000	1.025348
495.810000	1.024901
495.820000	1.024456
495.830000	1.024011
495.840000	1.023567
495.850000	1.023123
495.860000	1.022681
495.870000	1.022238
495.880000	1.021797
495.890000	1.021357
495.900000	1.020917
495.910000	1.020478
495.920000	1.020039
495.930000	1.019601
495.940000	1.019164
495.950000	1.018728
495.960000	1.018292
495.970000	1.017857
495.980000	1.017423
495.990000	1.016990
496.000000	1.016557
496.010000	1.016125
496.020000	1.015693
496.030000	1.015263
496.040000	1.014833
496.050000	1.014403
496.060000	1.013975
496.070000	1.013547
496.080000	1.013120
496.090000	1.012693
496.100000	1.012267
496.110000	1.011842
496.120000	1.011418
496.130000	1.010994
496.140000	1.010571
496.150000	1.010149
496.160000	1.009727
496.170000	1.009306
496.180000	1.008886
496.190000	1.008466
496.200000	1.008047
496.210000	1.007629
496.220000	1.007212
496.230000	1.006795
496.240000	1.006379
496.250000	1.005963
496.260000	1.005549
496.270000	1.005135
496.280000	1.004721
496.290000	1.004308
496.300000	1.003896
496.310000	1.003485
496.320000	1.003074
496.330000	1.002664
496.340000	1.002255
496.350000	1.001846
496.360000	1.001439
496.370000	1.001031
496.380000	1.000625
496.390000	1.000219
496.400000	0.999814
496.410000	0.999409
496.420000	0.999005
496.430000	0.998602
496.440000	0.998199
496.450000	0.997797
496.460000	0.997396
496.470000	0.996996
496.480000	0.996596
496.490000	0.996197
496.500000	0.995798
496.510000	0.995400
496.520000	0.995003
496.530000	0.994606
496.540000	0.994211
496.550000	0.993815
496.560000	0.993421
496.570000	0.993027
496.580000	0.992634
496.590000	0.992241
496.600000	0.991849
496.610000	0.991458
496.620000	0.991067
496.630000	0.990677
496.640000	0.990288
496.650000	0.989899
496.660000	0.989511
496.670000	0.989124
496.680000	0.988737
496.690000	0.988351
496.700000	0.987966
496.710000	0.987581
496.720000	0.987197
496.730000	0.986814
496.740000	0.986431
496.750000	0.986049
496.760000	0.985668
496.770000	0.985287
496.780000	0.984907
496.790000	0.984527
496.800000	0.984148
496.810000	0.983770
496.820000	0.983392
496.830000	0.983015
496.840000	0.982639
496.850000	0.982263
496.860000	0.981888
496.870000	0.981514
496.880000	0.981140
496.890000	0.980767
496.900000	0.980394
496.910000	0.980023
496.920000	0.979651
496.930000	0.979281
496.940000	0.978911
496.950000	0.978541
496.960000	0.978173
496.970000	0.977805
496.980000	0.977437
496.990000	0.977070
497.000000	0.976704
497.010000	0.976339
497.020000	0.975974
497.030000	0.975609
497.040000	0.975246
497.050000	0.974883
497.060000	0.974520
497.070000	0.974158
497.080000	0.973797
497.090000	0.973437
497.100000	0.973077
497.110000	0.972717
497.120000	0.972359
497.130000	0.972001
497.140000	0.971643
497.150000	0.971286
497.160000	0.970930
497.170000	0.970574
497.180000	0.970219
497.190000	0.969865
497.200000	0.969511
497.210000	0.969158
497.220000	0.968806
497.230000	0.968454
497.240000	0.968102
497.250000	0.967751
497.260000	0.967401
497.270000	0.967052
497.280000	0.966703
497.290000	0.966355
497.300000	0.966007
497.310000	0.965660
497.320000	0.965313
497.330000	0.964967
497.340000	0.964622
497.350000	0.964277
497.360000	0.963933
497.370000	0.963590
497.380000	0.963247
497.390000	0.962905
497.400000	0.962563
497.410000	0.962222
497.420000	0.961881
497.430000	0.961541
497.440000	0.961202
497.450000	0.960863
497.460000	0.960525
497.470000	0.960188
497.480000	0.959851
497.490000	0.959514
497.500000	0.959178
497.510000	0.958843
497.520000	0.958509
497.530000	0.958175
497.540000	0.957841
497.550000	0.957508
497.560000	0.957176
497.570000	0.956844
497.580000	0.956513
497.590000	0.956183
497.600000	0.955853
497.610000	0.955523
497.620000	0.955195
497.630000	0.954866
497.640000	0.954539
497.650000	0.954212
497.660000	0.953885
497.670000	0.953559
497.680000	0.953234
497.690000	0.952909
497.700000	0.952585
497.710000	0.952262
497.720000	0.951939
497.730000	0.951616
497.740000	0.951294
497.750000	0.950973
497.760000	0.950652
497.770000	0.950332
497.780000	0.950012
497.790000	0.949693
497.800000	0.949375
497.810000	0.949057
497.820000	0.948739
497.830000	0.948423
497.840000	0.948106
497.850000	0.947791
497.860000	0.947476
497.870000	0.947161
497.880000	0.946847
497.890000	0.946534
497.900000	0.946221
497.910000	0.945908
497.920000	0.945597
497.930000	0.945285
497.940000	0.944975
497.950000	0.944665
497.960000	0.944355
497.970000	0.944046
497.980000	0.943738
497.990000	0.943430
498.000000	0.943122
498.010000	0.942815
498.020000	0.942509
498.030000	0.942203
498.040000	0.941898
498.050000	0.941594
498.060000	0.941290
498.070000	0.940986
498.080000	0.940683
498.090000	0.940381
498.100000	0.940079
498.110000	0.939777
498.120000	0.939477
498.130000	0.939176
498.140000	0.938876
498.150000	0.938577
498.160000	0.938279
498.170000	0.937980
498.180000	0.937683
498.190000	0.937386
498.200000	0.937089
498.210000	0.936793
498.220000	0.936498
498.230000	0.936203
498.240000	0.935908
498.250000	0.935615
498.260000	0.935321
498.270000	0.935028
498.280000	0.934736
498.290000	0.934444
498.300000	0.934153
498.310000	0.933862
498.320000	0.933572
498.330000	0.933282
498.340000	0.932993
498.350000	0.932705
498.360000	0.932417
498.370000	0.932129
498.380000	0.931842
498.390000	0.931555
498.400000	0.931269
498.410000	0.930984
498.420000	0.930699
498.430000	0.930414
498.440000	0.930130
498.450000	0.929847
498.460000	0.929564
498.470000	0.929282
498.480000	0.929000
498.490000	0.928718
498.500000	0.928437
498.510000	0.928157
498.520000	0.927877
498.530000	0.927598
498.540000	0.927319
498.550000	0.927041
498.560000	0.926763
498.570000	0.926486
498.580000	0.926209
498.590000	0.925932
498.600000	0.925657
498.610000	0.925381
498.620000	0.925106
498.630000	0.924832
498.640000	0.924558
498.650000	0.924285
498.660000	0.924012
498.670000	0.923740
498.680000	0.923468
498.690000	0.923197
498.700000	0.922926
498.710000	0.922655
498.720000	0.922386
498.730000	0.922116
498.740000	0.921847
498.750000	0.921579
498.760000	0.921311
498.770000	0.921044
498.780000	0.920777
498.790000	0.920510
498.800000	0.920245
498.810000	0.919979
498.820000	0.919714
498.830000	0.919450
498.840000	0.919186
498.850000	0.918922
498.860000	0.918659
498.870000	0.918397
498.880000	0.918135
498.890000	0.917873
498.900000	0.917612
498.910000	0.917351
498.920000	0.917091
498.930000	0.916832
498.940000	0.916572
498.950000	0.916314
498.960000	0.916056
498.970000	0.915798
498.980000	0.915541
498.990000	0.915284
499.000000	0.915027
499.010000	0.914772
499.020000	0.914516
499.030000	0.914261
499.040000	0.914007
499.050000	0.913753
499.060000	0.913499
499.070000	0.913246
499.080000	0.912994
499.090000	0.912742
499.100000	0.912490
499.110000	0.912239
499.120000	0.911988
499.130000	0.911738
499.140000	0.911488
499.150000	0.911239
499.160000	0.910990
499.170000	0.910742
499.180000	0.910494
499.190000	0.910246
499.200000	0.909999
499.210000	0.909753
499.220000	0.909506
499.230000	0.909261
499.240000	0.909016
499.250000	0.908771
499.260000	0.908527
499.270000	0.908283
499.280000	0.908039
499.290000	0.907796
499.300000	0.907554
499.310000	0.907312
499.320000	0.907070
499.330000	0.906829
499.340000	0.906589
499.350000	0.906348
499.360000	0.906109
499.370000	0.905869
499.380000	0.905630
499.390000	0.905392
499.400000	0.905154
499.410000	0.904916
499.420000	0.904679
499.430000	0.904443
499.440000	0.904206
499.450000	0.903971
499.460000	0.903735
499.470000	0.903500
499.480000	0.903266
499.490000	0.903032
499.500000	0.902798
499.510000	0.902565
499.520000	0.902332
499.530000	0.902100
499.540000	0.901868
499.550000	0.901637
499.560000	0.901406
499.570000	0.901175
499.580000	0.900945
499.590000	0.900715
499.600000	0.900486
499.610000	0.900257
499.620000	0.900029
499.630000	0.899801
499.640000	0.899573
499.650000	0.899346
499.660000	0.899119
499.670000	0.898893
499.680000	0.898667
499.690000	0.898442
499.700000	0.898217
499.710000	0.897992
499.720000	0.897768
499.730000	0.897544
499.740000	0.897321
499.750000	0.897098
499.760000	0.896875
499.770000	0.896653
499.780000	0.896431
499.790000	0.896210
499.800000	0.895989
499.810000	0.895769
499.820000	0.895549
499.830000	0.895329
499.840000	0.895110
499.850000	0.894891
499.860000	0.894673
499.870000	0.894455
499.880000	0.894238
499.890000	0.894020
499.900000	0.893804
499.910000	0.893587
499.920000	0.893372
499.930000	0.893156
499.940000	0.892941
499.950000	0.892726
499.960000	0.892512
499.970000	0.892298
499.980000	0.892085
499.990000	0.891872
500.000000	0.891659
500.010000	0.891447
500.020000	0.891235
500.030000	0.891023
500.040000	0.890812
500.050000	0.890602
500.060000	0.890391
500.070000	0.890181
500.080000	0.889972
500.090000	0.889763
500.100000	0.889554
500.110000	0.889346
500.120000	0.889138
500.130000	0.888931
500.140000	0.888723
500.150000	0.888517
500.160000	0.888310
500.170000	0.888104
500.180000	0.887899
500.190000	0.887694
500.200000	0.887489
500.210000	0.887285
500.220000	0.887081
500.230000	0.886877
500.240000	0.886674
500.250000	0.886471
500.260000	0.886269
500.270000	0.886066
500.280000	0.885865
500.290000	0.885663
500.300000	0.885463
500.310000	0.885262
500.320000	0.885062
500.330000	0.884862
500.340000	0.884663
500.350000	0.884464
500.360000	0.884265
500.370000	0.884067
500.380000	0.883869
500.390000	0.883671
500.400000	0.883474
500.410000	0.883277
500.420000	0.883081
500.430000	0.882885
500.440000	0.882689
500.450000	0.882494
500.460000	0.882299
500.470000	0.882105
500.480000	0.881911
500.490000	0.881717
500.500000	0.881523
500.510000	0.881330
500.520000	0.881138
500.530000	0.880945
500.540000	0.880753
500.550000	0.880562
500.560000	0.880371
500.570000	0.880180
500.580000	0.879989
500.590000	0.879799
500.600000	0.879609
500.610000	0.879420
500.620000	0.879231
500.630000	0.879042
500.640000	0.878854
500.650000	0.878666
500.660000	0.878479
500.670000	0.878291
500.680000	0.878104
500.690000	0.877918
500.700000	0.877732
500.710000	0.877546
500.720000	0.877360
500.730000	0.877175
500.740000	0.876991
500.750000	0.876806
500.760000	0.876622
500.770000	0.876439
500.780000	0.876255
500.790000	0.876072
500.800000	0.875890
500.810000	0.875707
500.820000	0.875525
500.830000	0.875344
500.840000	0.875163
500.850000	0.874982
500.860000	0.874801
500.870000	0.874621
500.880000	0.874441
500.890000	0.874262
500.900000	0.874082
500.910000	0.873904
500.920000	0.873725
500.930000	0.873547
500.940000	0.873369
500.950000	0.873192
500.960000	0.873015
500.970000	0.872838
500.980000	0.872661
500.990000	0.872485
501.000000	0.872310
501.010000	0.872134
501.020000	0.871959
501.030000	0.871784
501.040000	0.871610
501.050000	0.871436
501.060000	0.871262
501.070000	0.871089
501.080000	0.870916
501.090000	0.870743
501.100000	0.870571
501.110000	0.870399
501.120000	0.870227
501.130000	0.870055
501.140000	0.869884
501.150000	0.869714
501.160000	0.869543
501.170000	0.869373
501.180000	0.869203
501.190000	0.869034
501.200000	0.868865
501.210000	0.868696
501.220000	0.868527
501.230000	0.868359
501.240000	0.868192
501.250000	0.868024
501.260000	0.867857
501.270000	0.867690
501.280000	0.867523
501.290000	0.867357
501.300000	0.867191
501.310000	0.867026
501.320000	0.866861
501.330000	0.866696
501.340000	0.866531
501.350000	0.866367
501.360000	0.866203
501.370000	0.866039
501.380000	0.865876
501.390000	0.865713
501.400000	0.865550
501.410000	0.865388
501.420000	0.865226
501.430000	0.865064
501.440000	0.864902
501.450000	0.864741
501.460000	0.864580
501.470000	0.864420
501.480000	0.864260
501.490000	0.864100
501.500000	0.863940
501.510000	0.863781
501.520000	0.863622
501.530000	0.863463
501.540000	0.863305
501.550000	0.863147
501.560000	0.862989
501.570000	0.862832
501.580000	0.862675
501.590000	0.862518
501.600000	0.862361
501.610000	0.862205
501.620000	0.862049
501.630000	0.861893
501.640000	0.861738
501.650000	0.861583
501.660000	0.861428
501.670000	0.861274
501.680000	0.861120
501.690000	0.860966
501.700000	0.860813
501.710000	0.860659
501.720000	0.860506
501.730000	0.860354
501.740000	0.860201
501.750000	0.860049
501.760000	0.859898
501.770000	0.859746
501.780000	0.859595
501.790000	0.859444
501.800000	0.859294
501.810000	0.859143
501.820000	0.858993
501.830000	0.858844
501.840000	0.858694
501.850000	0.858545
501.860000	0.858396
501.870000	0.858248
501.880000	0.858100
501.890000	0.857952
501.900000	0.857804
501.910000	0.857657
501.920000	0.857509
501.930000	0.857363
501.940000	0.857216
501.950000	0.857070
501.960000	0.856924
501.970000	0.856778
501.980000	0.856633
501.990000	0.856488
502.000000	0.856343
502.010000	0.856198
502.020000	0.856054
502.030000	0.855910
502.040000	0.855766
502.050000	0.855623
502.060000	0.855480
502.070000	0.855337
502.080000	0.855194
502.090000	0.855052
502.100000	0.854910
502.110000	0.854768
502.120000	0.854627
502.130000	0.854486
502.140000	0.854345
502.150000	0.854204
502.160000	0.854064
502.170000	0.853924
502.180000	0.853784
502.190000	0.853644
502.200000	0.853505
502.210000	0.853366
