tb	Rb
209.100000	2.656747
209.110000	2.656956
209.120000	2.657164
209.130000	2.657373
209.140000	2.657581
209.150000	2.657790
209.160000	2.657998
209.170000	2.658205
209.180000	2.658413
209.190000	2.658621
209.200000	2.658828
209.210000	2.659035
209.220000	2.659242
209.230000	2.659448
209.240000	2.659655
209.250000	2.659861
209.260000	2.660068
209.270000	2.660273
209.280000	2.660479
209.290000	2.660685
209.300000	2.660890
209.310000	2.661095
209.320000	2.661300
209.330000	2.661505
209.340000	2.661710
209.350000	2.661914
209.360000	2.662119
209.370000	2.662323
209.380000	2.662527
209.390000	2.662730
209.400000	2.662934
209.410000	2.663137
209.420000	2.663340
209.430000	2.663543
209.440000	2.663746
209.450000	2.663949
209.460000	2.664151
209.470000	2.664353
209.480000	2.664555
209.490000	2.664757
209.500000	2.664959
209.510000	2.665160
209.520000	2.665361
209.530000	2.665562
209.540000	2.665763
209.550000	2.665964
209.560000	2.666164
209.570000	2.666365
209.580000	2.666565
209.590000	2.666765
209.600000	2.666965
209.610000	2.667164
209.620000	2.667363
209.630000	2.667563
209.640000	2.667762
209.650000	2.667960
209.660000	2.668159
209.670000	2.668357
209.680000	2.668556
209.690000	2.668754
209.700000	2.668951
209.710000	2.669149
209.720000	2.669346
209.730000	2.669544
209.740000	2.669741
209.750000	2.669938
209.760000	2.670134
209.770000	2.670331
209.780000	2.670527
209.790000	2.670723
209.800000	2.670919
209.810000	2.671115
209.820000	2.671310
209.830000	2.671506
209.840000	2.671701
209.850000	2.671896
209.860000	2.672091
209.870000	2.672285
209.880000	2.672480
209.890000	2.672674
209.900000	2.672868
209.910000	2.673062
209.920000	2.673255
209.930000	2.673449
209.940000	2.673642
209.950000	2.673835
209.960000	2.674028
209.970000	2.674221
209.980000	2.674413
209.990000	2.674605
210.000000	2.674797
210.010000	2.674989
210.020000	2.675181
210.030000	2.675373
210.040000	2.675564
210.050000	2.675755
210.060000	2.675946
210.070000	2.676137
210.080000	2.676327
210.090000	2.676518
210.100000	2.676708
210.110000	2.676898
210.120000	2.677087
210.130000	2.677277
210.140000	2.677466
210.150000	2.677656
210.160000	2.677845
210.170000	2.678033
210.180000	2.678222
210.190000	2.678410
210.200000	2.678599
210.210000	2.678787
210.220000	2.678975
210.230000	2.679162
210.240000	2.679350
210.250000	2.679537
210.260000	2.679724
210.270000	2.679911
210.280000	2.680097
210.290000	2.680284
210.300000	2.680470
210.310000	2.680656
210.320000	2.680842
210.330000	2.681028
210.340000	2.681213
210.350000	2.681399
210.360000	2.681584
210.370000	2.681769
210.380000	2.681953
210.390000	2.682138
210.400000	2.682322
210.410000	2.682506
210.420000	2.682690
210.430000	2.682874
210.440000	2.683058
210.450000	2.683241
210.460000	2.683424
210.470000	2.683607
210.480000	2.683790
210.490000	2.683973
210.500000	2.684155
210.510000	2.684337
210.520000	2.684519
210.530000	2.684701
210.540000	2.684882
210.550000	2.685064
210.560000	2.685245
210.570000	2.685426
210.580000	2.685607
210.590000	2.685788
210.600000	2.685968
210.610000	2.686148
210.620000	2.686328
210.630000	2.686508
210.640000	2.686688
210.650000	2.686867
210.660000	2.687046
210.670000	2.687225
210.680000	2.687404
210.690000	2.687583
210.700000	2.687761
210.710000	2.687939
210.720000	2.688118
210.730000	2.688295
210.740000	2.688473
210.750000	2.688650
210.760000	2.688828
210.770000	2.689005
210.780000	2.689182
210.790000	2.689358
210.800000	2.689535
210.810000	2.689711
210.820000	2.689887
210.830000	2.690063
210.840000	2.690239
210.850000	2.690414
210.860000	2.690589
210.870000	2.690764
210.880000	2.690939
210.890000	2.691114
210.900000	2.691289
210.910000	2.691463
210.920000	2.691637
210.930000	2.691811
210.940000	2.691984
210.950000	2.692158
210.960000	2.692331
210.970000	2.692504
210.980000	2.692677
210.990000	2.692850
211.000000	2.693022
211.010000	2.693195
211.020000	2.693367
211.030000	2.693539
211.040000	2.693710
211.050000	2.693882
211.060000	2.694053
211.070000	2.694224
211.080000	2.694395
211.090000	2.694566
211.100000	2.694736
211.110000	2.694907
211.120000	2.695077
211.130000	2.695246
211.140000	2.695416
211.150000	2.695586
211.160000	2.695755
211.170000	2.695924
211.180000	2.696093
211.190000	2.696262
211.200000	2.696430
211.210000	2.696598
211.220000	2.696766
211.230000	2.696934
211.240000	2.697102
211.250000	2.697269
211.260000	2.697437
211.270000	2.697604
211.280000	2.697771
211.290000	2.697937
211.300000	2.698104
211.310000	2.698270
211.320000	2.698436
211.330000	2.698602
211.340000	2.698768
211.350000	2.698933
211.360000	2.699098
211.370000	2.699263
211.380000	2.699428
211.390000	2.699593
211.400000	2.699757
211.410000	2.699921
211.420000	2.700085
211.430000	2.700249
211.440000	2.700413
211.450000	2.700576
211.460000	2.700740
211.470000	2.700903
211.480000	2.701065
211.490000	2.701228
211.500000	2.701390
211.510000	2.701553
211.520000	2.701715
211.530000	2.701876
211.540000	2.702038
211.550000	2.702199
211.560000	2.702360
211.570000	2.702521
211.580000	2.702682
211.590000	2.702843
211.600000	2.703003
211.610000	2.703163
211.620000	2.703323
211.630000	2.703483
211.640000	2.703643
211.650000	2.703802
211.660000	2.703961
211.670000	2.704120
211.680000	2.704279
211.690000	2.704437
211.700000	2.704595
211.710000	2.704754
211.720000	2.704911
211.730000	2.705069
211.740000	2.705227
211.750000	2.705384
211.760000	2.705541
211.770000	2.705698
211.780000	2.705854
211.790000	2.706011
211.800000	2.706167
211.810000	2.706323
211.820000	2.706479
211.830000	2.706635
211.840000	2.706790
211.850000	2.706945
211.860000	2.707100
211.870000	2.707255
211.880000	2.707410
211.890000	2.707564
211.900000	2.707718
211.910000	2.707872
211.920000	2.708026
211.930000	2.708180
211.940000	2.708333
211.950000	2.708486
211.960000	2.708639
211.970000	2.708792
211.980000	2.708944
211.990000	2.709097
212.000000	2.709249
212.010000	2.709400
212.020000	2.709552
212.030000	2.709704
212.040000	2.709855
212.050000	2.710006
212.060000	2.710157
212.070000	2.710307
212.080000	2.710458
212.090000	2.710608
212.100000	2.710758
212.110000	2.710908
212.120000	2.711058
212.130000	2.711207
212.140000	2.711356
212.150000	2.711505
212.160000	2.711654
212.170000	2.711802
212.180000	2.711951
212.190000	2.712099
212.200000	2.712247
212.210000	2.712394
212.220000	2.712542
212.230000	2.712689
212.240000	2.712836
212.250000	2.712983
212.260000	2.713130
212.270000	2.713276
212.280000	2.713422
212.290000	2.713568
212.300000	2.713714
212.310000	2.713860
212.320000	2.714005
212.330000	2.714150
212.340000	2.714295
212.350000	2.714440
212.360000	2.714585
212.370000	2.714729
212.380000	2.714873
212.390000	2.715017
212.400000	2.715161
212.410000	2.715304
212.420000	2.715447
212.430000	2.715590
212.440000	2.715733
212.450000	2.715876
212.460000	2.716018
212.470000	2.716161
212.480000	2.716303
212.490000	2.716444
212.500000	2.716586
212.510000	2.716727
212.520000	2.716868
212.530000	2.717009
212.540000	2.717150
212.550000	2.717290
212.560000	2.717431
212.570000	2.717571
212.580000	2.717711
212.590000	2.717850
212.600000	2.717990
212.610000	2.718129
212.620000	2.718268
212.630000	2.718407
212.640000	2.718545
212.650000	2.718684
212.660000	2.718822
212.670000	2.718960
212.680000	2.719097
212.690000	2.719235
212.700000	2.719372
212.710000	2.719509
212.720000	2.719646
212.730000	2.719783
212.740000	2.719919
212.750000	2.720055
212.760000	2.720191
212.770000	2.720327
212.780000	2.720463
212.790000	2.720598
212.800000	2.720733
212.810000	2.720868
212.820000	2.721003
212.830000	2.721137
212.840000	2.721271
212.850000	2.721405
212.860000	2.721539
212.870000	2.721673
212.880000	2.721806
212.890000	2.721939
212.900000	2.722072
212.910000	2.722205
212.920000	2.722337
212.930000	2.722470
212.940000	2.722602
212.950000	2.722734
212.960000	2.722865
212.970000	2.722997
212.980000	2.723128
212.990000	2.723259
213.000000	2.723390
213.010000	2.723520
213.020000	2.723650
213.030000	2.723781
213.040000	2.723910
213.050000	2.724040
213.060000	2.724170
213.070000	2.724299
213.080000	2.724428
213.090000	2.724557
213.100000	2.724685
213.110000	2.724813
213.120000	2.724942
213.130000	2.725069
213.140000	2.725197
213.150000	2.725325
213.160000	2.725452
213.170000	2.725579
213.180000	2.725706
213.190000	2.725832
213.200000	2.725959
213.210000	2.726085
213.220000	2.726211
213.230000	2.726336
213.240000	2.726462
213.250000	2.726587
213.260000	2.726712
213.270000	2.726837
213.280000	2.726962
213.290000	2.727086
213.300000	2.727210
213.310000	2.727334
213.320000	2.727458
213.330000	2.727581
213.340000	2.727704
213.350000	2.727827
213.360000	2.727950
213.370000	2.728073
213.380000	2.728195
213.390000	2.728317
213.400000	2.728439
213.410000	2.728561
213.420000	2.728682
213.430000	2.728804
213.440000	2.728925
213.450000	2.729045
213.460000	2.729166
213.470000	2.729286
213.480000	2.729406
213.490000	2.729526
213.500000	2.729646
213.510000	2.729765
213.520000	2.729885
213.530000	2.730004
213.540000	2.730122
213.550000	2.730241
213.560000	2.730359
213.570000	2.730477
213.580000	2.730595
213.590000	2.730713
213.600000	2.730830
213.610000	2.730948
213.620000	2.731065
213.630000	2.731181
213.640000	2.731298
213.650000	2.731414
213.660000	2.731530
213.670000	2.731646
213.680000	2.731762
213.690000	2.731877
213.700000	2.731992
213.710000	2.732107
213.720000	2.732222
213.730000	2.732336
213.740000	2.732450
213.750000	2.732564
213.760000	2.732678
213.770000	2.732792
213.780000	2.732905
213.790000	2.733018
213.800000	2.733131
213.810000	2.733244
213.820000	2.733356
213.830000	2.733468
213.840000	2.733580
213.850000	2.733692
213.860000	2.733803
213.870000	2.733915
213.880000	2.734026
213.890000	2.734136
213.900000	2.734247
213.910000	2.734357
213.920000	2.734467
213.930000	2.734577
213.940000	2.734687
213.950000	2.734796
213.960000	2.734906
213.970000	2.735015
213.980000	2.735123
213.990000	2.735232
214.000000	2.735340
214.010000	2.735448
214.020000	2.735556
214.030000	2.735663
214.040000	2.735771
214.050000	2.735878
214.060000	2.735985
214.070000	2.736091
214.080000	2.736198
214.090000	2.736304
214.100000	2.736410
214.110000	2.736516
214.120000	2.736621
214.130000	2.736726
214.140000	2.736831
214.150000	2.736936
214.160000	2.737041
214.170000	2.737145
214.180000	2.737249
214.190000	2.737353
214.200000	2.737456
214.210000	2.737560
214.220000	2.737663
214.230000	2.737766
214.240000	2.737868
214.250000	2.737971
214.260000	2.738073
214.270000	2.738175
214.280000	2.738277
214.290000	2.738378
214.300000	2.738479
214.310000	2.738580
214.320000	2.738681
214.330000	2.738782
214.340000	2.738882
214.350000	2.738982
214.360000	2.739082
214.370000	2.739182
214.380000	2.739281
214.390000	2.739380
214.400000	2.739479
214.410000	2.739577
214.420000	2.739676
214.430000	2.739774
214.440000	2.739872
214.450000	2.739970
214.460000	2.740067
214.470000	2.740164
214.480000	2.740261
214.490000	2.740358
214.500000	2.740455
214.510000	2.740551
214.520000	2.740647
214.530000	2.740743
214.540000	2.740838
214.550000	2.740933
214.560000	2.741028
214.570000	2.741123
214.580000	2.741218
214.590000	2.741312
214.600000	2.741406
214.610000	2.741500
214.620000	2.741594
214.630000	2.741687
214.640000	2.741780
214.650000	2.741873
214.660000	2.741966
214.670000	2.742058
214.680000	2.742150
214.690000	2.742242
214.700000	2.742334
214.710000	2.742425
214.720000	2.742517
214.730000	2.742608
214.740000	2.742698
214.750000	2.742789
214.760000	2.742879
214.770000	2.742969
214.780000	2.743059
214.790000	2.743148
214.800000	2.743237
214.810000	2.743327
214.820000	2.743415
214.830000	2.743504
214.840000	2.743592
214.850000	2.743680
214.860000	2.743768
214.870000	2.743855
214.880000	2.743943
214.890000	2.744030
214.900000	2.744117
214.910000	2.744203
214.920000	2.744289
214.930000	2.744376
214.940000	2.744461
214.950000	2.744547
214.960000	2.744632
214.970000	2.744717
214.980000	2.744802
214.990000	2.744887
215.000000	2.744971
215.010000	2.745055
215.020000	2.745139
215.030000	2.745223
215.040000	2.745306
215.050000	2.745389
215.060000	2.745472
215.070000	2.745555
215.080000	2.745637
215.090000	2.745719
215.100000	2.745801
215.110000	2.745882
215.120000	2.745964
215.130000	2.746045
215.140000	2.746126
215.150000	2.746206
215.160000	2.746287
215.170000	2.746367
215.180000	2.746447
215.190000	2.746526
215.200000	2.746606
215.210000	2.746685
215.220000	2.746764
215.230000	2.746842
215.240000	2.746921
215.250000	2.746999
215.260000	2.747077
215.270000	2.747154
215.280000	2.747232
215.290000	2.747309
215.300000	2.747386
215.310000	2.747462
215.320000	2.747538
215.330000	2.747615
215.340000	2.747690
215.350000	2.747766
215.360000	2.747841
215.370000	2.747916
215.380000	2.747991
215.390000	2.748066
215.400000	2.748140
215.410000	2.748214
215.420000	2.748288
215.430000	2.748361
215.440000	2.748435
215.450000	2.748508
215.460000	2.748581
215.470000	2.748653
215.480000	2.748725
215.490000	2.748797
215.500000	2.748869
215.510000	2.748941
215.520000	2.749012
215.530000	2.749083
215.540000	2.749154
215.550000	2.749224
215.560000	2.749294
215.570000	2.749364
215.580000	2.749434
215.590000	2.749503
215.600000	2.749573
215.610000	2.749642
215.620000	2.749710
215.630000	2.749779
215.640000	2.749847
215.650000	2.749915
215.660000	2.749982
215.670000	2.750050
215.680000	2.750117
215.690000	2.750184
215.700000	2.750250
215.710000	2.750317
215.720000	2.750383
215.730000	2.750449
215.740000	2.750514
215.750000	2.750579
215.760000	2.750644
215.770000	2.750709
215.780000	2.750774
215.790000	2.750838
215.800000	2.750902
215.810000	2.750966
215.820000	2.751029
215.830000	2.751092
215.840000	2.751155
215.850000	2.751218
215.860000	2.751280
215.870000	2.751342
215.880000	2.751404
215.890000	2.751466
215.900000	2.751527
215.910000	2.751588
215.920000	2.751649
215.930000	2.751710
215.940000	2.751770
215.950000	2.751830
215.960000	2.751890
215.970000	2.751949
215.980000	2.752009
215.990000	2.752068
216.000000	2.752126
216.010000	2.752185
216.020000	2.752243
216.030000	2.752301
216.040000	2.752359
216.050000	2.752416
216.060000	2.752473
216.070000	2.752530
216.080000	2.752586
216.090000	2.752643
216.100000	2.752699
216.110000	2.752755
216.120000	2.752810
216.130000	2.752865
216.140000	2.752920
216.150000	2.752975
216.160000	2.753029
216.170000	2.753084
216.180000	2.753137
216.190000	2.753191
216.200000	2.753244
216.210000	2.753298
216.220000	2.753350
216.230000	2.753403
216.240000	2.753455
216.250000	2.753507
216.260000	2.753559
216.270000	2.753610
216.280000	2.753661
216.290000	2.753712
216.300000	2.753763
216.310000	2.753813
216.320000	2.753863
216.330000	2.753913
216.340000	2.753963
216.350000	2.754012
216.360000	2.754061
216.370000	2.754110
216.380000	2.754158
216.390000	2.754206
216.400000	2.754254
216.410000	2.754302
216.420000	2.754349
216.430000	2.754396
216.440000	2.754443
216.450000	2.754490
216.460000	2.754536
216.470000	2.754582
216.480000	2.754628
216.490000	2.754673
216.500000	2.754718
216.510000	2.754763
216.520000	2.754808
216.530000	2.754852
216.540000	2.754896
216.550000	2.754940
216.560000	2.754983
216.570000	2.755027
216.580000	2.755070
216.590000	2.755112
216.600000	2.755155
216.610000	2.755197
216.620000	2.755238
216.630000	2.755280
216.640000	2.755321
216.650000	2.755362
216.660000	2.755403
216.670000	2.755443
216.680000	2.755483
216.690000	2.755523
216.700000	2.755563
216.710000	2.755602
216.720000	2.755641
216.730000	2.755680
216.740000	2.755718
216.750000	2.755757
216.760000	2.755794
216.770000	2.755832
216.780000	2.755869
216.790000	2.755906
216.800000	2.755943
216.810000	2.755980
216.820000	2.756016
216.830000	2.756052
216.840000	2.756087
216.850000	2.756123
216.860000	2.756158
216.870000	2.756192
216.880000	2.756227
216.890000	2.756261
216.900000	2.756295
216.910000	2.756329
216.920000	2.756362
216.930000	2.756395
216.940000	2.756428
216.950000	2.756460
216.960000	2.756493
216.970000	2.756524
216.980000	2.756556
216.990000	2.756587
217.000000	2.756618
217.010000	2.756649
217.020000	2.756680
217.030000	2.756710
217.040000	2.756740
217.050000	2.756769
217.060000	2.756799
217.070000	2.756828
217.080000	2.756856
217.090000	2.756885
217.100000	2.756913
217.110000	2.756941
217.120000	2.756968
217.130000	2.756996
217.140000	2.757023
217.150000	2.757049
217.160000	2.757076
217.170000	2.757102
217.180000	2.757128
217.190000	2.757153
217.200000	2.757178
217.210000	2.757203
217.220000	2.757228
217.230000	2.757252
217.240000	2.757276
217.250000	2.757300
217.260000	2.757324
217.270000	2.757347
217.280000	2.757370
217.290000	2.757392
217.300000	2.757415
217.310000	2.757437
217.320000	2.757458
217.330000	2.757480
217.340000	2.757501
217.350000	2.757522
217.360000	2.757542
217.370000	2.757562
217.380000	2.757582
217.390000	2.757602
217.400000	2.757621
217.410000	2.757640
217.420000	2.757659
217.430000	2.757677
217.440000	2.757696
217.450000	2.757713
217.460000	2.757731
217.470000	2.757748
217.480000	2.757765
217.490000	2.757782
217.500000	2.757798
217.510000	2.757814
217.520000	2.757830
217.530000	2.757845
217.540000	2.757860
217.550000	2.757875
217.560000	2.757890
217.570000	2.757904
217.580000	2.757918
217.590000	2.757932
217.600000	2.757945
217.610000	2.757958
217.620000	2.757971
217.630000	2.757983
217.640000	2.757995
217.650000	2.758007
217.660000	2.758018
217.670000	2.758030
217.680000	2.758040
217.690000	2.758051
217.700000	2.758061
217.710000	2.758071
217.720000	2.758081
217.730000	2.758090
217.740000	2.758099
217.750000	2.758108
217.760000	2.758117
217.770000	2.758125
217.780000	2.758133
217.790000	2.758140
217.800000	2.758147
217.810000	2.758154
217.820000	2.758161
217.830000	2.758167
217.840000	2.758173
217.850000	2.758179
217.860000	2.758184
217.870000	2.758189
217.880000	2.758194
217.890000	2.758198
217.900000	2.758202
217.910000	2.758206
217.920000	2.758210
217.930000	2.758213
217.940000	2.758216
217.950000	2.758218
217.960000	2.758221
217.970000	2.758223
217.980000	2.758224
217.990000	2.758225
218.000000	2.758226
218.010000	2.758227
218.020000	2.758228
218.030000	2.758228
218.040000	2.758227
218.050000	2.758227
218.060000	2.758226
218.070000	2.758225
218.080000	2.758223
218.090000	2.758221
218.100000	2.758219
218.110000	2.758217
218.120000	2.758214
218.130000	2.758211
218.140000	2.758207
218.150000	2.758204
218.160000	2.758200
218.170000	2.758195
218.180000	2.758191
218.190000	2.758186
218.200000	2.758180
218.210000	2.758175
218.220000	2.758169
218.230000	2.758162
218.240000	2.758156
218.250000	2.758149
218.260000	2.758142
218.270000	2.758134
218.280000	2.758126
218.290000	2.758118
218.300000	2.758109
218.310000	2.758101
218.320000	2.758091
218.330000	2.758082
218.340000	2.758072
218.350000	2.758062
218.360000	2.758051
218.370000	2.758041
218.380000	2.758030
218.390000	2.758018
218.400000	2.758006
218.410000	2.757994
218.420000	2.757982
218.430000	2.757969
218.440000	2.757956
218.450000	2.757943
218.460000	2.757929
218.470000	2.757915
218.480000	2.757901
218.490000	2.757886
218.500000	2.757871
218.510000	2.757856
218.520000	2.757840
218.530000	2.757824
218.540000	2.757808
218.550000	2.757791
218.560000	2.757774
218.570000	2.757757
218.580000	2.757739
218.590000	2.757721
218.600000	2.757703
218.610000	2.757684
218.620000	2.757665
218.630000	2.757646
218.640000	2.757626
218.650000	2.757606
218.660000	2.757586
218.670000	2.757565
218.680000	2.757544
218.690000	2.757523
218.700000	2.757502
218.710000	2.757480
218.720000	2.757457
218.730000	2.757435
218.740000	2.757412
218.750000	2.757388
218.760000	2.757365
218.770000	2.757341
218.780000	2.757317
218.790000	2.757292
218.800000	2.757267
218.810000	2.757242
218.820000	2.757216
218.830000	2.757190
218.840000	2.757164
218.850000	2.757137
218.860000	2.757110
218.870000	2.757083
218.880000	2.757055
218.890000	2.757027
218.900000	2.756999
218.910000	2.756970
218.920000	2.756941
218.930000	2.756912
218.940000	2.756882
218.950000	2.756852
218.960000	2.756822
218.970000	2.756791
218.980000	2.756760
218.990000	2.756729
219.000000	2.756697
219.010000	2.756665
219.020000	2.756632
219.030000	2.756600
219.040000	2.756566
219.050000	2.756533
219.060000	2.756499
219.070000	2.756465
219.080000	2.756431
219.090000	2.756396
219.100000	2.756361
219.110000	2.756325
219.120000	2.756289
219.130000	2.756253
219.140000	2.756216
219.150000	2.756180
219.160000	2.756142
219.170000	2.756105
219.180000	2.756067
219.190000	2.756028
219.200000	2.755990
219.210000	2.755951
219.220000	2.755911
219.230000	2.755872
219.240000	2.755832
219.250000	2.755791
219.260000	2.755751
219.270000	2.755710
219.280000	2.755668
219.290000	2.755626
219.300000	2.755584
219.310000	2.755542
219.320000	2.755499
219.330000	2.755456
219.340000	2.755412
219.350000	2.755368
219.360000	2.755324
219.370000	2.755280
219.380000	2.755235
219.390000	2.755189
219.400000	2.755144
219.410000	2.755098
219.420000	2.755051
219.430000	2.755005
219.440000	2.754957
219.450000	2.754910
219.460000	2.754862
219.470000	2.754814
219.480000	2.754766
219.490000	2.754717
219.500000	2.754668
219.510000	2.754618
219.520000	2.754568
219.530000	2.754518
219.540000	2.754467
219.550000	2.754416
219.560000	2.754365
219.570000	2.754313
219.580000	2.754261
219.590000	2.754209
219.600000	2.754156
219.610000	2.754103
219.620000	2.754049
219.630000	2.753995
219.640000	2.753941
219.650000	2.753886
219.660000	2.753831
219.670000	2.753776
219.680000	2.753720
219.690000	2.753664
219.700000	2.753608
219.710000	2.753551
219.720000	2.753494
219.730000	2.753437
219.740000	2.753379
219.750000	2.753321
219.760000	2.753262
219.770000	2.753203
219.780000	2.753144
219.790000	2.753084
219.800000	2.753024
219.810000	2.752963
219.820000	2.752903
219.830000	2.752842
219.840000	2.752780
219.850000	2.752718
219.860000	2.752656
219.870000	2.752593
219.880000	2.752530
219.890000	2.752467
219.900000	2.752403
219.910000	2.752339
219.920000	2.752275
219.930000	2.752210
219.940000	2.752144
219.950000	2.752079
219.960000	2.752013
219.970000	2.751947
219.980000	2.751880
219.990000	2.751813
220.000000	2.751745
220.010000	2.751678
220.020000	2.751609
220.030000	2.751541
220.040000	2.751472
220.050000	2.751403
220.060000	2.751333
220.070000	2.751263
220.080000	2.751192
220.090000	2.751122
220.100000	2.751050
220.110000	2.750979
220.120000	2.750907
220.130000	2.750835
220.140000	2.750762
220.150000	2.750689
220.160000	2.750615
220.170000	2.750541
220.180000	2.750467
220.190000	2.750393
220.200000	2.750318
220.210000	2.750242
220.220000	2.750167
220.230000	2.750091
220.240000	2.750014
220.250000	2.749937
220.260000	2.749860
220.270000	2.749782
220.280000	2.749704
220.290000	2.749626
220.300000	2.749547
220.310000	2.749468
220.320000	2.749389
220.330000	2.749309
220.340000	2.749228
220.350000	2.749148
220.360000	2.749067
220.370000	2.748985
220.380000	2.748903
220.390000	2.748821
220.400000	2.748738
220.410000	2.748655
220.420000	2.748572
220.430000	2.748488
220.440000	2.748404
220.450000	2.748320
220.460000	2.748235
220.470000	2.748149
220.480000	2.748064
220.490000	2.747978
220.500000	2.747891
220.510000	2.747804
220.520000	2.747717
220.530000	2.747629
220.540000	2.747541
220.550000	2.747453
220.560000	2.747364
220.570000	2.747275
220.580000	2.747185
220.590000	2.747095
220.600000	2.747005
220.610000	2.746914
220.620000	2.746823
220.630000	2.746731
220.640000	2.746640
220.650000	2.746547
220.660000	2.746454
220.670000	2.746361
220.680000	2.746268
220.690000	2.746174
220.700000	2.746080
220.710000	2.745985
220.720000	2.745890
220.730000	2.745794
220.740000	2.745698
220.750000	2.745602
220.760000	2.745505
220.770000	2.745408
220.780000	2.745311
220.790000	2.745213
220.800000	2.745115
220.810000	2.745016
220.820000	2.744917
220.830000	2.744817
220.840000	2.744718
220.850000	2.744617
220.860000	2.744517
220.870000	2.744416
220.880000	2.744314
220.890000	2.744212
220.900000	2.744110
220.910000	2.744007
220.920000	2.743904
220.930000	2.743801
220.940000	2.743697
220.950000	2.743593
220.960000	2.743488
220.970000	2.743383
220.980000	2.743277
220.990000	2.743171
221.000000	2.743065
221.010000	2.742958
221.020000	2.742851
221.030000	2.742744
221.040000	2.742636
221.050000	2.742527
221.060000	2.742419
221.070000	2.742310
221.080000	2.742200
221.090000	2.742090
221.100000	2.741980
221.110000	2.741869
221.120000	2.741758
221.130000	2.741646
221.140000	2.741534
221.150000	2.741422
221.160000	2.741309
221.170000	2.741196
221.180000	2.741082
221.190000	2.740968
221.200000	2.740854
221.210000	2.740739
221.220000	2.740623
221.230000	2.740508
221.240000	2.740392
221.250000	2.740275
221.260000	2.740158
221.270000	2.740041
221.280000	2.739923
221.290000	2.739805
221.300000	2.739686
221.310000	2.739567
221.320000	2.739448
221.330000	2.739328
221.340000	2.739208
221.350000	2.739087
221.360000	2.738966
221.370000	2.738845
221.380000	2.738723
221.390000	2.738600
221.400000	2.738478
221.410000	2.738354
221.420000	2.738231
221.430000	2.738107
221.440000	2.737982
221.450000	2.737858
221.460000	2.737732
221.470000	2.737607
221.480000	2.737481
221.490000	2.737354
221.500000	2.737227
221.510000	2.737100
221.520000	2.736972
221.530000	2.736844
221.540000	2.736715
221.550000	2.736586
221.560000	2.736457
221.570000	2.736327
221.580000	2.736197
221.590000	2.736066
221.600000	2.735935
221.610000	2.735803
221.620000	2.735671
221.630000	2.735539
221.640000	2.735406
221.650000	2.735273
221.660000	2.735139
221.670000	2.735005
221.680000	2.734870
221.690000	2.734735
221.700000	2.734600
221.710000	2.734464
221.720000	2.734328
221.730000	2.734191
221.740000	2.734054
221.750000	2.733917
221.760000	2.733779
221.770000	2.733640
221.780000	2.733501
221.790000	2.733362
221.800000	2.733222
221.810000	2.733082
221.820000	2.732942
221.830000	2.732801
221.840000	2.732659
221.850000	2.732518
221.860000	2.732375
221.870000	2.732233
221.880000	2.732089
221.890000	2.731946
221.900000	2.731802
221.910000	2.731657
221.920000	2.731513
221.930000	2.731367
221.940000	2.731222
221.950000	2.731075
221.960000	2.730929
221.970000	2.730782
221.980000	2.730634
221.990000	2.730486
222.000000	2.730338
222.010000	2.730189
222.020000	2.730040
222.030000	2.729891
222.040000	2.729740
222.050000	2.729590
222.060000	2.729439
222.070000	2.729288
222.080000	2.729136
222.090000	2.728983
222.100000	2.728831
222.110000	2.728678
222.120000	2.728524
222.130000	2.728370
222.140000	2.728216
222.150000	2.728061
222.160000	2.727905
222.170000	2.727750
222.180000	2.727593
222.190000	2.727437
222.200000	2.727280
222.210000	2.727122
222.220000	2.726964
222.230000	2.726806
222.240000	2.726647
222.250000	2.726487
222.260000	2.726328
222.270000	2.726167
222.280000	2.726007
222.290000	2.725846
222.300000	2.725684
222.310000	2.725522
222.320000	2.725360
222.330000	2.725197
222.340000	2.725034
222.350000	2.724870
222.360000	2.724706
222.370000	2.724541
222.380000	2.724376
222.390000	2.724210
222.400000	2.724044
222.410000	2.723878
222.420000	2.723711
222.430000	2.723544
222.440000	2.723376
222.450000	2.723208
222.460000	2.723039
222.470000	2.722870
222.480000	2.722700
222.490000	2.722530
222.500000	2.722360
222.510000	2.722189
222.520000	2.722017
222.530000	2.721846
222.540000	2.721673
222.550000	2.721501
222.560000	2.721327
222.570000	2.721154
222.580000	2.720980
222.590000	2.720805
222.600000	2.720630
222.610000	2.720455
222.620000	2.720279
222.630000	2.720102
222.640000	2.719926
222.650000	2.719748
222.660000	2.719571
222.670000	2.719392
222.680000	2.719214
222.690000	2.719035
222.700000	2.718855
222.710000	2.718675
222.720000	2.718495
222.730000	2.718314
222.740000	2.718132
222.750000	2.717951
222.760000	2.717768
222.770000	2.717586
222.780000	2.717402
222.790000	2.717219
222.800000	2.717035
222.810000	2.716850
222.820000	2.716665
222.830000	2.716480
222.840000	2.716294
222.850000	2.716107
222.860000	2.715920
222.870000	2.715733
222.880000	2.715545
222.890000	2.715357
222.900000	2.715168
222.910000	2.714979
222.920000	2.714790
222.930000	2.714599
222.940000	2.714409
222.950000	2.714218
222.960000	2.714026
222.970000	2.713835
222.980000	2.713642
222.990000	2.713449
223.000000	2.713256
223.010000	2.713062
223.020000	2.712868
223.030000	2.712673
223.040000	2.712478
223.050000	2.712282
223.060000	2.712086
223.070000	2.711890
223.080000	2.711693
