tb	Rc
381.620000	2.142225
381.630000	2.142199
381.640000	2.142173
381.650000	2.142147
381.660000	2.142121
381.670000	2.142094
381.680000	2.142068
381.690000	2.142042
381.700000	2.142016
381.710000	2.141990
381.720000	2.141963
381.730000	2.141937
381.740000	2.141911
381.750000	2.141885
381.760000	2.141859
381.770000	2.141833
381.780000	2.141806
381.790000	2.141780
381.800000	2.141754
381.810000	2.141728
381.820000	2.141701
381.830000	2.141675
381.840000	2.141649
381.850000	2.141623
381.860000	2.141596
381.870000	2.141570
381.880000	2.141544
381.890000	2.141518
381.900000	2.141491
381.910000	2.141465
381.920000	2.141439
381.930000	2.141412
381.940000	2.141386
381.950000	2.141360
381.960000	2.141334
381.970000	2.141307
381.980000	2.141281
381.990000	2.141255
382.000000	2.141228
382.010000	2.141202
382.020000	2.141176
382.030000	2.141149
382.040000	2.141123
382.050000	2.141097
382.060000	2.141070
382.070000	2.141044
382.080000	2.141018
382.090000	2.140991
382.100000	2.140965
382.110000	2.140938
382.120000	2.140912
382.130000	2.140886
382.140000	2.140859
382.150000	2.140833
382.160000	2.140806
382.170000	2.140780
382.180000	2.140754
382.190000	2.140727
382.200000	2.140701
382.210000	2.140674
382.220000	2.140648
382.230000	2.140621
382.240000	2.140595
382.250000	2.140569
382.260000	2.140542
382.270000	2.140516
382.280000	2.140489
382.290000	2.140463
382.300000	2.140436
382.310000	2.140410
382.320000	2.140383
382.330000	2.140357
382.340000	2.140330
382.350000	2.140304
382.360000	2.140277
382.370000	2.140251
382.380000	2.140224
382.390000	2.140198
382.400000	2.140171
382.410000	2.140145
382.420000	2.140118
382.430000	2.140092
382.440000	2.140065
382.450000	2.140038
382.460000	2.140012
382.470000	2.139985
382.480000	2.139959
382.490000	2.139932
382.500000	2.139906
382.510000	2.139879
382.520000	2.139852
382.530000	2.139826
382.540000	2.139799
382.550000	2.139773
382.560000	2.139746
382.570000	2.139719
382.580000	2.139693
382.590000	2.139666
382.600000	2.139640
382.610000	2.139613
382.620000	2.139586
382.630000	2.139560
382.640000	2.139533
382.650000	2.139506
382.660000	2.139480
382.670000	2.139453
382.680000	2.139426
382.690000	2.139400
382.700000	2.139373
382.710000	2.139346
382.720000	2.139320
382.730000	2.139293
382.740000	2.139266
382.750000	2.139240
382.760000	2.139213
382.770000	2.139186
382.780000	2.139159
382.790000	2.139133
382.800000	2.139106
382.810000	2.139079
382.820000	2.139053
382.830000	2.139026
382.840000	2.138999
382.850000	2.138972
382.860000	2.138946
382.870000	2.138919
382.880000	2.138892
382.890000	2.138865
382.900000	2.138838
382.910000	2.138812
382.920000	2.138785
382.930000	2.138758
382.940000	2.138731
382.950000	2.138704
382.960000	2.138678
382.970000	2.138651
382.980000	2.138624
382.990000	2.138597
383.000000	2.138570
383.010000	2.138544
383.020000	2.138517
383.030000	2.138490
383.040000	2.138463
383.050000	2.138436
383.060000	2.138409
383.070000	2.138382
383.080000	2.138356
383.090000	2.138329
383.100000	2.138302
383.110000	2.138275
383.120000	2.138248
383.130000	2.138221
383.140000	2.138194
383.150000	2.138167
383.160000	2.138140
383.170000	2.138113
383.180000	2.138087
383.190000	2.138060
383.200000	2.138033
383.210000	2.138006
383.220000	2.137979
383.230000	2.137952
383.240000	2.137925
383.250000	2.137898
383.260000	2.137871
383.270000	2.137844
383.280000	2.137817
383.290000	2.137790
383.300000	2.137763
383.310000	2.137736
383.320000	2.137709
383.330000	2.137682
383.340000	2.137655
383.350000	2.137628
383.360000	2.137601
383.370000	2.137574
383.380000	2.137547
383.390000	2.137520
383.400000	2.137493
383.410000	2.137466
383.420000	2.137439
383.430000	2.137412
383.440000	2.137385
383.450000	2.137358
383.460000	2.137331
383.470000	2.137304
383.480000	2.137276
383.490000	2.137249
383.500000	2.137222
383.510000	2.137195
383.520000	2.137168
383.530000	2.137141
383.540000	2.137114
383.550000	2.137087
383.560000	2.137060
383.570000	2.137033
383.580000	2.137005
383.590000	2.136978
383.600000	2.136951
383.610000	2.136924
383.620000	2.136897
383.630000	2.136870
383.640000	2.136843
383.650000	2.136815
383.660000	2.136788
383.670000	2.136761
383.680000	2.136734
383.690000	2.136707
383.700000	2.136680
383.710000	2.136652
383.720000	2.136625
383.730000	2.136598
383.740000	2.136571
383.750000	2.136544
383.760000	2.136516
383.770000	2.136489
383.780000	2.136462
383.790000	2.136435
383.800000	2.136407
383.810000	2.136380
383.820000	2.136353
383.830000	2.136326
383.840000	2.136298
383.850000	2.136271
383.860000	2.136244
383.870000	2.136217
383.880000	2.136189
383.890000	2.136162
383.900000	2.136135
383.910000	2.136107
383.920000	2.136080
383.930000	2.136053
383.940000	2.136026
383.950000	2.135998
383.960000	2.135971
383.970000	2.135944
383.980000	2.135916
383.990000	2.135889
384.000000	2.135862
384.010000	2.135834
384.020000	2.135807
384.030000	2.135780
384.040000	2.135752
384.050000	2.135725
384.060000	2.135697
384.070000	2.135670
384.080000	2.135643
384.090000	2.135615
384.100000	2.135588
384.110000	2.135561
384.120000	2.135533
384.130000	2.135506
384.140000	2.135478
384.150000	2.135451
384.160000	2.135423
384.170000	2.135396
384.180000	2.135369
384.190000	2.135341
384.200000	2.135314
384.210000	2.135286
384.220000	2.135259
384.230000	2.135231
384.240000	2.135204
384.250000	2.135176
384.260000	2.135149
384.270000	2.135121
384.280000	2.135094
384.290000	2.135067
384.300000	2.135039
384.310000	2.135012
384.320000	2.134984
384.330000	2.134957
384.340000	2.134929
384.350000	2.134901
384.360000	2.134874
384.370000	2.134846
384.380000	2.134819
384.390000	2.134791
384.400000	2.134764
384.410000	2.134736
384.420000	2.134709
384.430000	2.134681
384.440000	2.134654
384.450000	2.134626
384.460000	2.134598
384.470000	2.134571
384.480000	2.134543
384.490000	2.134516
384.500000	2.134488
384.510000	2.134460
384.520000	2.134433
384.530000	2.134405
384.540000	2.134378
384.550000	2.134350
384.560000	2.134322
384.570000	2.134295
384.580000	2.134267
384.590000	2.134239
384.600000	2.134212
384.610000	2.134184
384.620000	2.134157
384.630000	2.134129
384.640000	2.134101
384.650000	2.134074
384.660000	2.134046
384.670000	2.134018
384.680000	2.133990
384.690000	2.133963
384.700000	2.133935
384.710000	2.133907
384.720000	2.133880
384.730000	2.133852
384.740000	2.133824
384.750000	2.133797
384.760000	2.133769
384.770000	2.133741
384.780000	2.133713
384.790000	2.133686
384.800000	2.133658
384.810000	2.133630
384.820000	2.133602
384.830000	2.133575
384.840000	2.133547
384.850000	2.133519
384.860000	2.133491
384.870000	2.133463
384.880000	2.133436
384.890000	2.133408
384.900000	2.133380
384.910000	2.133352
384.920000	2.133324
384.930000	2.133297
384.940000	2.133269
384.950000	2.133241
384.960000	2.133213
384.970000	2.133185
384.980000	2.133157
384.990000	2.133130
385.000000	2.133102
385.010000	2.133074
385.020000	2.133046
385.030000	2.133018
385.040000	2.132990
385.050000	2.132962
385.060000	2.132935
385.070000	2.132907
385.080000	2.132879
385.090000	2.132851
385.100000	2.132823
385.110000	2.132795
385.120000	2.132767
385.130000	2.132739
385.140000	2.132711
385.150000	2.132683
385.160000	2.132655
385.170000	2.132627
385.180000	2.132600
385.190000	2.132572
385.200000	2.132544
385.210000	2.132516
385.220000	2.132488
385.230000	2.132460
385.240000	2.132432
385.250000	2.132404
385.260000	2.132376
385.270000	2.132348
385.280000	2.132320
385.290000	2.132292
385.300000	2.132264
385.310000	2.132236
385.320000	2.132208
385.330000	2.132180
385.340000	2.132152
385.350000	2.132124
385.360000	2.132096
385.370000	2.132068
385.380000	2.132040
385.390000	2.132011
385.400000	2.131983
385.410000	2.131955
385.420000	2.131927
385.430000	2.131899
385.440000	2.131871
385.450000	2.131843
385.460000	2.131815
385.470000	2.131787
385.480000	2.131759
385.490000	2.131731
385.500000	2.131703
385.510000	2.131674
385.520000	2.131646
385.530000	2.131618
385.540000	2.131590
385.550000	2.131562
385.560000	2.131534
385.570000	2.131506
385.580000	2.131477
385.590000	2.131449
385.600000	2.131421
385.610000	2.131393
385.620000	2.131365
385.630000	2.131337
385.640000	2.131308
385.650000	2.131280
385.660000	2.131252
385.670000	2.131224
385.680000	2.131196
385.690000	2.131167
385.700000	2.131139
385.710000	2.131111
385.720000	2.131083
385.730000	2.131055
385.740000	2.131026
385.750000	2.130998
385.760000	2.130970
385.770000	2.130942
385.780000	2.130913
385.790000	2.130885
385.800000	2.130857
385.810000	2.130829
385.820000	2.130800
385.830000	2.130772
385.840000	2.130744
385.850000	2.130715
385.860000	2.130687
385.870000	2.130659
385.880000	2.130631
385.890000	2.130602
385.900000	2.130574
385.910000	2.130546
385.920000	2.130517
385.930000	2.130489
385.940000	2.130461
385.950000	2.130432
385.960000	2.130404
385.970000	2.130376
385.980000	2.130347
385.990000	2.130319
386.000000	2.130290
386.010000	2.130262
386.020000	2.130234
386.030000	2.130205
386.040000	2.130177
386.050000	2.130149
386.060000	2.130120
386.070000	2.130092
386.080000	2.130063
386.090000	2.130035
386.100000	2.130006
386.110000	2.129978
386.120000	2.129950
386.130000	2.129921
386.140000	2.129893
386.150000	2.129864
386.160000	2.129836
386.170000	2.129807
386.180000	2.129779
386.190000	2.129750
386.200000	2.129722
386.210000	2.129693
386.220000	2.129665
386.230000	2.129637
386.240000	2.129608
386.250000	2.129580
386.260000	2.129551
386.270000	2.129523
386.280000	2.129494
386.290000	2.129465
386.300000	2.129437
386.310000	2.129408
386.320000	2.129380
386.330000	2.129351
386.340000	2.129323
386.350000	2.129294
386.360000	2.129266
386.370000	2.129237
386.380000	2.129209
386.390000	2.129180
386.400000	2.129151
386.410000	2.129123
386.420000	2.129094
386.430000	2.129066
386.440000	2.129037
386.450000	2.129008
386.460000	2.128980
386.470000	2.128951
386.480000	2.128923
386.490000	2.128894
386.500000	2.128865
386.510000	2.128837
386.520000	2.128808
386.530000	2.128779
386.540000	2.128751
386.550000	2.128722
386.560000	2.128693
386.570000	2.128665
386.580000	2.128636
386.590000	2.128607
386.600000	2.128579
386.610000	2.128550
386.620000	2.128521
386.630000	2.128493
386.640000	2.128464
386.650000	2.128435
386.660000	2.128407
386.670000	2.128378
386.680000	2.128349
386.690000	2.128320
386.700000	2.128292
386.710000	2.128263
386.720000	2.128234
386.730000	2.128205
386.740000	2.128177
386.750000	2.128148
386.760000	2.128119
386.770000	2.128090
386.780000	2.128062
386.790000	2.128033
386.800000	2.128004
386.810000	2.127975
386.820000	2.127946
386.830000	2.127918
386.840000	2.127889
386.850000	2.127860
386.860000	2.127831
386.870000	2.127802
386.880000	2.127774
386.890000	2.127745
386.900000	2.127716
386.910000	2.127687
386.920000	2.127658
386.930000	2.127629
386.940000	2.127600
386.950000	2.127572
386.960000	2.127543
386.970000	2.127514
386.980000	2.127485
386.990000	2.127456
387.000000	2.127427
387.010000	2.127398
387.020000	2.127369
387.030000	2.127341
387.040000	2.127312
387.050000	2.127283
387.060000	2.127254
387.070000	2.127225
387.080000	2.127196
387.090000	2.127167
387.100000	2.127138
387.110000	2.127109
387.120000	2.127080
387.130000	2.127051
387.140000	2.127022
387.150000	2.126993
387.160000	2.126964
387.170000	2.126935
387.180000	2.126906
387.190000	2.126877
387.200000	2.126848
387.210000	2.126819
387.220000	2.126790
387.230000	2.126761
387.240000	2.126732
387.250000	2.126703
387.260000	2.126674
387.270000	2.126645
387.280000	2.126616
387.290000	2.126587
387.300000	2.126558
387.310000	2.126529
387.320000	2.126500
387.330000	2.126471
387.340000	2.126442
387.350000	2.126413
387.360000	2.126384
387.370000	2.126355
387.380000	2.126325
387.390000	2.126296
387.400000	2.126267
387.410000	2.126238
387.420000	2.126209
387.430000	2.126180
387.440000	2.126151
387.450000	2.126122
387.460000	2.126093
387.470000	2.126063
387.480000	2.126034
387.490000	2.126005
387.500000	2.125976
387.510000	2.125947
387.520000	2.125918
387.530000	2.125888
387.540000	2.125859
387.550000	2.125830
387.560000	2.125801
387.570000	2.125772
387.580000	2.125743
387.590000	2.125713
387.600000	2.125684
387.610000	2.125655
387.620000	2.125626
387.630000	2.125596
387.640000	2.125567
387.650000	2.125538
387.660000	2.125509
387.670000	2.125480
387.680000	2.125450
387.690000	2.125421
387.700000	2.125392
387.710000	2.125363
387.720000	2.125333
387.730000	2.125304
387.740000	2.125275
387.750000	2.125245
387.760000	2.125216
387.770000	2.125187
387.780000	2.125158
387.790000	2.125128
387.800000	2.125099
387.810000	2.125070
387.820000	2.125040
387.830000	2.125011
387.840000	2.124982
387.850000	2.124952
387.860000	2.124923
387.870000	2.124894
387.880000	2.124864
387.890000	2.124835
387.900000	2.124805
387.910000	2.124776
387.920000	2.124747
387.930000	2.124717
387.940000	2.124688
387.950000	2.124659
387.960000	2.124629
387.970000	2.124600
387.980000	2.124570
387.990000	2.124541
388.000000	2.124512
388.010000	2.124482
388.020000	2.124453
388.030000	2.124423
388.040000	2.124394
388.050000	2.124364
388.060000	2.124335
388.070000	2.124305
388.080000	2.124276
388.090000	2.124247
388.100000	2.124217
388.110000	2.124188
388.120000	2.124158
388.130000	2.124129
388.140000	2.124099
388.150000	2.124070
388.160000	2.124040
388.170000	2.124011
388.180000	2.123981
388.190000	2.123952
388.200000	2.123922
388.210000	2.123893
388.220000	2.123863
388.230000	2.123833
388.240000	2.123804
388.250000	2.123774
388.260000	2.123745
388.270000	2.123715
388.280000	2.123686
388.290000	2.123656
388.300000	2.123627
388.310000	2.123597
388.320000	2.123567
388.330000	2.123538
388.340000	2.123508
388.350000	2.123479
388.360000	2.123449
388.370000	2.123419
388.380000	2.123390
388.390000	2.123360
388.400000	2.123330
388.410000	2.123301
388.420000	2.123271
388.430000	2.123242
388.440000	2.123212
388.450000	2.123182
388.460000	2.123153
388.470000	2.123123
388.480000	2.123093
388.490000	2.123064
388.500000	2.123034
388.510000	2.123004
388.520000	2.122974
388.530000	2.122945
388.540000	2.122915
388.550000	2.122885
388.560000	2.122856
388.570000	2.122826
388.580000	2.122796
388.590000	2.122766
388.600000	2.122737
388.610000	2.122707
388.620000	2.122677
388.630000	2.122647
388.640000	2.122618
388.650000	2.122588
388.660000	2.122558
388.670000	2.122528
388.680000	2.122499
388.690000	2.122469
388.700000	2.122439
388.710000	2.122409
388.720000	2.122379
388.730000	2.122350
388.740000	2.122320
388.750000	2.122290
388.760000	2.122260
388.770000	2.122230
388.780000	2.122201
388.790000	2.122171
388.800000	2.122141
388.810000	2.122111
388.820000	2.122081
388.830000	2.122051
388.840000	2.122021
388.850000	2.121992
388.860000	2.121962
388.870000	2.121932
388.880000	2.121902
388.890000	2.121872
388.900000	2.121842
388.910000	2.121812
388.920000	2.121782
388.930000	2.121752
388.940000	2.121722
388.950000	2.121693
388.960000	2.121663
388.970000	2.121633
388.980000	2.121603
388.990000	2.121573
389.000000	2.121543
389.010000	2.121513
389.020000	2.121483
389.030000	2.121453
389.040000	2.121423
389.050000	2.121393
389.060000	2.121363
389.070000	2.121333
389.080000	2.121303
389.090000	2.121273
389.100000	2.121243
389.110000	2.121213
389.120000	2.121183
389.130000	2.121153
389.140000	2.121123
389.150000	2.121093
389.160000	2.121063
389.170000	2.121033
389.180000	2.121003
389.190000	2.120973
389.200000	2.120943
389.210000	2.120913
389.220000	2.120883
389.230000	2.120852
389.240000	2.120822
389.250000	2.120792
389.260000	2.120762
389.270000	2.120732
389.280000	2.120702
389.290000	2.120672
389.300000	2.120642
389.310000	2.120612
389.320000	2.120582
389.330000	2.120551
389.340000	2.120521
389.350000	2.120491
389.360000	2.120461
389.370000	2.120431
389.380000	2.120401
389.390000	2.120370
389.400000	2.120340
389.410000	2.120310
389.420000	2.120280
389.430000	2.120250
389.440000	2.120220
389.450000	2.120189
389.460000	2.120159
389.470000	2.120129
389.480000	2.120099
389.490000	2.120069
389.500000	2.120038
389.510000	2.120008
389.520000	2.119978
389.530000	2.119948
389.540000	2.119917
389.550000	2.119887
389.560000	2.119857
389.570000	2.119827
389.580000	2.119796
389.590000	2.119766
389.600000	2.119736
389.610000	2.119706
389.620000	2.119675
389.630000	2.119645
389.640000	2.119615
389.650000	2.119584
389.660000	2.119554
389.670000	2.119524
389.680000	2.119493
389.690000	2.119463
389.700000	2.119433
389.710000	2.119402
389.720000	2.119372
389.730000	2.119342
389.740000	2.119311
389.750000	2.119281
389.760000	2.119251
389.770000	2.119220
389.780000	2.119190
389.790000	2.119160
389.800000	2.119129
389.810000	2.119099
389.820000	2.119068
389.830000	2.119038
389.840000	2.119008
389.850000	2.118977
389.860000	2.118947
389.870000	2.118916
389.880000	2.118886
389.890000	2.118855
389.900000	2.118825
389.910000	2.118795
389.920000	2.118764
389.930000	2.118734
389.940000	2.118703
389.950000	2.118673
389.960000	2.118642
389.970000	2.118612
389.980000	2.118581
389.990000	2.118551
390.000000	2.118520
390.010000	2.118490
390.020000	2.118459
390.030000	2.118429
390.040000	2.118398
390.050000	2.118368
390.060000	2.118337
390.070000	2.118307
390.080000	2.118276
390.090000	2.118246
390.100000	2.118215
390.110000	2.118185
390.120000	2.118154
390.130000	2.118123
390.140000	2.118093
390.150000	2.118062
390.160000	2.118032
390.170000	2.118001
390.180000	2.117971
390.190000	2.117940
390.200000	2.117909
390.210000	2.117879
390.220000	2.117848
390.230000	2.117818
390.240000	2.117787
390.250000	2.117756
390.260000	2.117726
390.270000	2.117695
390.280000	2.117664
390.290000	2.117634
390.300000	2.117603
390.310000	2.117572
390.320000	2.117542
390.330000	2.117511
390.340000	2.117480
390.350000	2.117450
390.360000	2.117419
390.370000	2.117388
390.380000	2.117358
390.390000	2.117327
390.400000	2.117296
390.410000	2.117265
390.420000	2.117235
390.430000	2.117204
390.440000	2.117173
390.450000	2.117143
390.460000	2.117112
390.470000	2.117081
390.480000	2.117050
390.490000	2.117020
390.500000	2.116989
390.510000	2.116958
390.520000	2.116927
390.530000	2.116896
390.540000	2.116866
390.550000	2.116835
390.560000	2.116804
390.570000	2.116773
390.580000	2.116742
390.590000	2.116712
390.600000	2.116681
390.610000	2.116650
390.620000	2.116619
390.630000	2.116588
390.640000	2.116558
390.650000	2.116527
390.660000	2.116496
390.670000	2.116465
390.680000	2.116434
390.690000	2.116403
390.700000	2.116372
390.710000	2.116341
390.720000	2.116311
390.730000	2.116280
390.740000	2.116249
390.750000	2.116218
390.760000	2.116187
390.770000	2.116156
390.780000	2.116125
390.790000	2.116094
390.800000	2.116063
390.810000	2.116032
390.820000	2.116001
390.830000	2.115970
390.840000	2.115940
390.850000	2.115909
390.860000	2.115878
390.870000	2.115847
390.880000	2.115816
390.890000	2.115785
390.900000	2.115754
390.910000	2.115723
390.920000	2.115692
390.930000	2.115661
390.940000	2.115630
390.950000	2.115599
390.960000	2.115568
390.970000	2.115537
390.980000	2.115506
390.990000	2.115475
391.000000	2.115444
391.010000	2.115412
391.020000	2.115381
391.030000	2.115350
391.040000	2.115319
391.050000	2.115288
391.060000	2.115257
391.070000	2.115226
391.080000	2.115195
391.090000	2.115164
391.100000	2.115133
391.110000	2.115102
391.120000	2.115071
391.130000	2.115040
391.140000	2.115008
391.150000	2.114977
391.160000	2.114946
391.170000	2.114915
391.180000	2.114884
391.190000	2.114853
391.200000	2.114822
391.210000	2.114790
391.220000	2.114759
391.230000	2.114728
391.240000	2.114697
391.250000	2.114666
391.260000	2.114635
391.270000	2.114603
391.280000	2.114572
391.290000	2.114541
391.300000	2.114510
391.310000	2.114479
391.320000	2.114447
391.330000	2.114416
391.340000	2.114385
391.350000	2.114354
391.360000	2.114322
391.370000	2.114291
391.380000	2.114260
391.390000	2.114229
391.400000	2.114197
391.410000	2.114166
391.420000	2.114135
391.430000	2.114104
391.440000	2.114072
391.450000	2.114041
391.460000	2.114010
391.470000	2.113978
391.480000	2.113947
391.490000	2.113916
391.500000	2.113884
391.510000	2.113853
391.520000	2.113822
391.530000	2.113790
391.540000	2.113759
391.550000	2.113728
391.560000	2.113696
391.570000	2.113665
391.580000	2.113634
391.590000	2.113602
391.600000	2.113571
391.610000	2.113540
391.620000	2.113508
391.630000	2.113477
391.640000	2.113445
391.650000	2.113414
391.660000	2.113383
391.670000	2.113351
391.680000	2.113320
391.690000	2.113288
391.700000	2.113257
391.710000	2.113226
391.720000	2.113194
391.730000	2.113163
391.740000	2.113131
391.750000	2.113100
391.760000	2.113068
391.770000	2.113037
391.780000	2.113005
391.790000	2.112974
391.800000	2.112942
391.810000	2.112911
391.820000	2.112879
391.830000	2.112848
391.840000	2.112816
391.850000	2.112785
391.860000	2.112753
391.870000	2.112722
391.880000	2.112690
391.890000	2.112659
391.900000	2.112627
391.910000	2.112596
391.920000	2.112564
391.930000	2.112533
391.940000	2.112501
391.950000	2.112469
391.960000	2.112438
391.970000	2.112406
391.980000	2.112375
391.990000	2.112343
392.000000	2.112312
392.010000	2.112280
392.020000	2.112248
392.030000	2.112217
392.040000	2.112185
392.050000	2.112153
392.060000	2.112122
392.070000	2.112090
392.080000	2.112059
392.090000	2.112027
392.100000	2.111995
392.110000	2.111964
392.120000	2.111932
392.130000	2.111900
392.140000	2.111869
392.150000	2.111837
392.160000	2.111805
392.170000	2.111774
392.180000	2.111742
392.190000	2.111710
392.200000	2.111678
392.210000	2.111647
392.220000	2.111615
392.230000	2.111583
392.240000	2.111552
392.250000	2.111520
392.260000	2.111488
392.270000	2.111456
392.280000	2.111425
392.290000	2.111393
392.300000	2.111361
392.310000	2.111329
392.320000	2.111297
392.330000	2.111266
392.340000	2.111234
392.350000	2.111202
392.360000	2.111170
392.370000	2.111139
392.380000	2.111107
392.390000	2.111075
392.400000	2.111043
392.410000	2.111011
392.420000	2.110979
392.430000	2.110948
392.440000	2.110916
392.450000	2.110884
392.460000	2.110852
392.470000	2.110820
392.480000	2.110788
392.490000	2.110756
392.500000	2.110725
392.510000	2.110693
392.520000	2.110661
392.530000	2.110629
392.540000	2.110597
392.550000	2.110565
392.560000	2.110533
392.570000	2.110501
392.580000	2.110469
392.590000	2.110437
392.600000	2.110405
392.610000	2.110374
392.620000	2.110342
392.630000	2.110310
392.640000	2.110278
392.650000	2.110246
392.660000	2.110214
392.670000	2.110182
392.680000	2.110150
392.690000	2.110118
392.700000	2.110086
392.710000	2.110054
392.720000	2.110022
392.730000	2.109990
392.740000	2.109958
392.750000	2.109926
392.760000	2.109894
392.770000	2.109862
392.780000	2.109830
392.790000	2.109798
392.800000	2.109766
392.810000	2.109734
392.820000	2.109701
392.830000	2.109669
392.840000	2.109637
392.850000	2.109605
392.860000	2.109573
392.870000	2.109541
392.880000	2.109509
392.890000	2.109477
392.900000	2.109445
392.910000	2.109413
392.920000	2.109381
392.930000	2.109348
392.940000	2.109316
392.950000	2.109284
392.960000	2.109252
392.970000	2.109220
392.980000	2.109188
392.990000	2.109156
393.000000	2.109123
393.010000	2.109091
393.020000	2.109059
393.030000	2.109027
393.040000	2.108995
393.050000	2.108963
393.060000	2.108930
393.070000	2.108898
393.080000	2.108866
393.090000	2.108834
393.100000	2.108802
393.110000	2.108769
393.120000	2.108737
393.130000	2.108705
393.140000	2.108673
393.150000	2.108640
393.160000	2.108608
393.170000	2.108576
393.180000	2.108544
393.190000	2.108511
393.200000	2.108479
393.210000	2.108447
393.220000	2.108415
393.230000	2.108382
393.240000	2.108350
393.250000	2.108318
393.260000	2.108285
393.270000	2.108253
393.280000	2.108221
393.290000	2.108188
393.300000	2.108156
393.310000	2.108124
393.320000	2.108091
393.330000	2.108059
393.340000	2.108027
393.350000	2.107994
393.360000	2.107962
393.370000	2.107930
393.380000	2.107897
393.390000	2.107865
393.400000	2.107832
393.410000	2.107800
393.420000	2.107768
393.430000	2.107735
393.440000	2.107703
393.450000	2.107670
393.460000	2.107638
393.470000	2.107606
393.480000	2.107573
393.490000	2.107541
393.500000	2.107508
393.510000	2.107476
393.520000	2.107443
393.530000	2.107411
393.540000	2.107378
393.550000	2.107346
393.560000	2.107313
393.570000	2.107281
393.580000	2.107248
393.590000	2.107216
393.600000	2.107183
393.610000	2.107151
393.620000	2.107118
393.630000	2.107086
393.640000	2.107053
393.650000	2.107021
393.660000	2.106988
393.670000	2.106956
393.680000	2.106923
393.690000	2.106891
393.700000	2.106858
393.710000	2.106826
393.720000	2.106793
393.730000	2.106760
393.740000	2.106728
393.750000	2.106695
393.760000	2.106663
393.770000	2.106630
393.780000	2.106597
393.790000	2.106565
393.800000	2.106532
393.810000	2.106500
393.820000	2.106467
393.830000	2.106434
393.840000	2.106402
393.850000	2.106369
393.860000	2.106336
393.870000	2.106304
393.880000	2.106271
393.890000	2.106238
393.900000	2.106206
393.910000	2.106173
393.920000	2.106140
393.930000	2.106108
393.940000	2.106075
393.950000	2.106042
393.960000	2.106009
393.970000	2.105977
393.980000	2.105944
393.990000	2.105911
394.000000	2.105879
394.010000	2.105846
394.020000	2.105813
394.030000	2.105780
394.040000	2.105748
394.050000	2.105715
394.060000	2.105682
394.070000	2.105649
394.080000	2.105617
394.090000	2.105584
394.100000	2.105551
394.110000	2.105518
394.120000	2.105485
394.130000	2.105453
394.140000	2.105420
394.150000	2.105387
394.160000	2.105354
394.170000	2.105321
394.180000	2.105288
394.190000	2.105256
394.200000	2.105223
394.210000	2.105190
394.220000	2.105157
394.230000	2.105124
394.240000	2.105091
394.250000	2.105058
394.260000	2.105025
394.270000	2.104993
394.280000	2.104960
394.290000	2.104927
394.300000	2.104894
394.310000	2.104861
394.320000	2.104828
394.330000	2.104795
394.340000	2.104762
394.350000	2.104729
394.360000	2.104696
394.370000	2.104663
394.380000	2.104630
394.390000	2.104597
394.400000	2.104565
394.410000	2.104532
394.420000	2.104499
394.430000	2.104466
394.440000	2.104433
394.450000	2.104400
394.460000	2.104367
394.470000	2.104334
394.480000	2.104301
394.490000	2.104268
394.500000	2.104235
394.510000	2.104202
394.520000	2.104168
394.530000	2.104135
394.540000	2.104102
394.550000	2.104069
394.560000	2.104036
394.570000	2.104003
394.580000	2.103970
394.590000	2.103937
394.600000	2.103904
394.610000	2.103871
394.620000	2.103838
394.630000	2.103805
394.640000	2.103772
394.650000	2.103739
394.660000	2.103705
394.670000	2.103672
394.680000	2.103639
394.690000	2.103606
394.700000	2.103573
394.710000	2.103540
394.720000	2.103507
394.730000	2.103473
394.740000	2.103440
394.750000	2.103407
394.760000	2.103374
394.770000	2.103341
394.780000	2.103308
394.790000	2.103274
394.800000	2.103241
394.810000	2.103208
394.820000	2.103175
394.830000	2.103142
394.840000	2.103108
394.850000	2.103075
394.860000	2.103042
394.870000	2.103009
394.880000	2.102975
394.890000	2.102942
394.900000	2.102909
394.910000	2.102876
394.920000	2.102842
394.930000	2.102809
394.940000	2.102776
394.950000	2.102742
394.960000	2.102709
394.970000	2.102676
394.980000	2.102643
394.990000	2.102609
395.000000	2.102576
395.010000	2.102543
395.020000	2.102509
395.030000	2.102476
395.040000	2.102443
395.050000	2.102409
395.060000	2.102376
395.070000	2.102343
395.080000	2.102309
395.090000	2.102276
395.100000	2.102242
395.110000	2.102209
395.120000	2.102176
395.130000	2.102142
395.140000	2.102109
395.150000	2.102076
395.160000	2.102042
395.170000	2.102009
395.180000	2.101975
395.190000	2.101942
395.200000	2.101908
395.210000	2.101875
395.220000	2.101842
395.230000	2.101808
395.240000	2.101775
395.250000	2.101741
395.260000	2.101708
395.270000	2.101674
395.280000	2.101641
395.290000	2.101607
395.300000	2.101574
395.310000	2.101540
395.320000	2.101507
395.330000	2.101473
395.340000	2.101440
395.350000	2.101406
395.360000	2.101373
395.370000	2.101339
395.380000	2.101306
395.390000	2.101272
395.400000	2.101239
395.410000	2.101205
395.420000	2.101171
395.430000	2.101138
395.440000	2.101104
395.450000	2.101071
395.460000	2.101037
395.470000	2.101004
395.480000	2.100970
395.490000	2.100936
395.500000	2.100903
395.510000	2.100869
395.520000	2.100835
395.530000	2.100802
395.540000	2.100768
395.550000	2.100735
395.560000	2.100701
395.570000	2.100667
395.580000	2.100634
395.590000	2.100600
395.600000	2.100566
