tb	Rc
295.810000	2.375119
295.820000	2.374997
295.830000	2.374876
295.840000	2.374754
295.850000	2.374633
295.860000	2.374511
295.870000	2.374390
295.880000	2.374269
295.890000	2.374147
295.900000	2.374026
295.910000	2.373905
295.920000	2.373783
295.930000	2.373662
295.940000	2.373541
295.950000	2.373420
295.960000	2.373299
295.970000	2.373178
295.980000	2.373057
295.990000	2.372936
296.000000	2.372815
296.010000	2.372694
296.020000	2.372573
296.030000	2.372452
296.040000	2.372331
296.050000	2.372210
296.060000	2.372089
296.070000	2.371969
296.080000	2.371848
296.090000	2.371727
296.100000	2.371606
296.110000	2.371486
296.120000	2.371365
296.130000	2.371244
296.140000	2.371124
296.150000	2.371003
296.160000	2.370883
296.170000	2.370762
296.180000	2.370642
296.190000	2.370522
296.200000	2.370401
296.210000	2.370281
296.220000	2.370161
296.230000	2.370040
296.240000	2.369920
296.250000	2.369800
296.260000	2.369680
296.270000	2.369559
296.280000	2.369439
296.290000	2.369319
296.300000	2.369199
296.310000	2.369079
296.320000	2.368959
296.330000	2.368839
296.340000	2.368719
296.350000	2.368599
296.360000	2.368479
296.370000	2.368360
296.380000	2.368240
296.390000	2.368120
296.400000	2.368000
296.410000	2.367880
296.420000	2.367761
296.430000	2.367641
296.440000	2.367522
296.450000	2.367402
296.460000	2.367282
296.470000	2.367163
296.480000	2.367043
296.490000	2.366924
296.500000	2.366804
296.510000	2.366685
296.520000	2.366566
296.530000	2.366446
296.540000	2.366327
296.550000	2.366208
296.560000	2.366089
296.570000	2.365969
296.580000	2.365850
296.590000	2.365731
296.600000	2.365612
296.610000	2.365493
296.620000	2.365374
296.630000	2.365255
296.640000	2.365136
296.650000	2.365017
296.660000	2.364898
296.670000	2.364779
296.680000	2.364661
296.690000	2.364542
296.700000	2.364423
296.710000	2.364304
296.720000	2.364186
296.730000	2.364067
296.740000	2.363948
296.750000	2.363830
296.760000	2.363711
296.770000	2.363593
296.780000	2.363474
296.790000	2.363356
296.800000	2.363237
296.810000	2.363119
296.820000	2.363001
296.830000	2.362882
296.840000	2.362764
296.850000	2.362646
296.860000	2.362528
296.870000	2.362409
296.880000	2.362291
296.890000	2.362173
296.900000	2.362055
296.910000	2.361937
296.920000	2.361819
296.930000	2.361701
296.940000	2.361583
296.950000	2.361465
296.960000	2.361347
296.970000	2.361230
296.980000	2.361112
296.990000	2.360994
297.000000	2.360876
297.010000	2.360759
297.020000	2.360641
297.030000	2.360523
297.040000	2.360406
297.050000	2.360288
297.060000	2.360171
297.070000	2.360053
297.080000	2.359936
297.090000	2.359818
297.100000	2.359701
297.110000	2.359584
297.120000	2.359466
297.130000	2.359349
297.140000	2.359232
297.150000	2.359115
297.160000	2.358998
297.170000	2.358880
297.180000	2.358763
297.190000	2.358646
297.200000	2.358529
297.210000	2.358412
297.220000	2.358295
297.230000	2.358179
297.240000	2.358062
297.250000	2.357945
297.260000	2.357828
297.270000	2.357711
297.280000	2.357595
297.290000	2.357478
297.300000	2.357361
297.310000	2.357245
297.320000	2.357128
297.330000	2.357012
297.340000	2.356895
297.350000	2.356779
297.360000	2.356662
297.370000	2.356546
297.380000	2.356430
297.390000	2.356313
297.400000	2.356197
297.410000	2.356081
297.420000	2.355965
297.430000	2.355848
297.440000	2.355732
297.450000	2.355616
297.460000	2.355500
297.470000	2.355384
297.480000	2.355268
297.490000	2.355152
297.500000	2.355036
297.510000	2.354921
297.520000	2.354805
297.530000	2.354689
297.540000	2.354573
297.550000	2.354458
297.560000	2.354342
297.570000	2.354226
297.580000	2.354111
297.590000	2.353995
297.600000	2.353880
297.610000	2.353764
297.620000	2.353649
297.630000	2.353533
297.640000	2.353418
297.650000	2.353303
297.660000	2.353187
297.670000	2.353072
297.680000	2.352957
297.690000	2.352842
297.700000	2.352727
297.710000	2.352611
297.720000	2.352496
297.730000	2.352381
297.740000	2.352266
297.750000	2.352152
297.760000	2.352037
297.770000	2.351922
297.780000	2.351807
297.790000	2.351692
297.800000	2.351577
297.810000	2.351463
297.820000	2.351348
297.830000	2.351233
297.840000	2.351119
297.850000	2.351004
297.860000	2.350890
297.870000	2.350775
297.880000	2.350661
297.890000	2.350547
297.900000	2.350432
297.910000	2.350318
297.920000	2.350204
297.930000	2.350089
297.940000	2.349975
297.950000	2.349861
297.960000	2.349747
297.970000	2.349633
297.980000	2.349519
297.990000	2.349405
298.000000	2.349291
298.010000	2.349177
298.020000	2.349063
298.030000	2.348949
298.040000	2.348836
298.050000	2.348722
298.060000	2.348608
298.070000	2.348494
298.080000	2.348381
298.090000	2.348267
298.100000	2.348154
298.110000	2.348040
298.120000	2.347927
298.130000	2.347813
298.140000	2.347700
298.150000	2.347587
298.160000	2.347473
298.170000	2.347360
298.180000	2.347247
298.190000	2.347134
298.200000	2.347021
298.210000	2.346907
298.220000	2.346794
298.230000	2.346681
298.240000	2.346568
298.250000	2.346455
298.260000	2.346343
298.270000	2.346230
298.280000	2.346117
298.290000	2.346004
298.300000	2.345891
298.310000	2.345779
298.320000	2.345666
298.330000	2.345554
298.340000	2.345441
298.350000	2.345328
298.360000	2.345216
298.370000	2.345104
298.380000	2.344991
298.390000	2.344879
298.400000	2.344767
298.410000	2.344654
298.420000	2.344542
298.430000	2.344430
298.440000	2.344318
298.450000	2.344206
298.460000	2.344094
298.470000	2.343982
298.480000	2.343870
298.490000	2.343758
298.500000	2.343646
298.510000	2.343534
298.520000	2.343422
298.530000	2.343310
298.540000	2.343199
298.550000	2.343087
298.560000	2.342975
298.570000	2.342864
298.580000	2.342752
298.590000	2.342641
298.600000	2.342529
298.610000	2.342418
298.620000	2.342306
298.630000	2.342195
298.640000	2.342084
298.650000	2.341973
298.660000	2.341861
298.670000	2.341750
298.680000	2.341639
298.690000	2.341528
298.700000	2.341417
298.710000	2.341306
298.720000	2.341195
298.730000	2.341084
298.740000	2.340973
298.750000	2.340862
298.760000	2.340752
298.770000	2.340641
298.780000	2.340530
298.790000	2.340420
298.800000	2.340309
298.810000	2.340198
298.820000	2.340088
298.830000	2.339977
298.840000	2.339867
298.850000	2.339757
298.860000	2.339646
298.870000	2.339536
298.880000	2.339426
298.890000	2.339316
298.900000	2.339205
298.910000	2.339095
298.920000	2.338985
298.930000	2.338875
298.940000	2.338765
298.950000	2.338655
298.960000	2.338545
298.970000	2.338435
298.980000	2.338326
298.990000	2.338216
299.000000	2.338106
299.010000	2.337996
299.020000	2.337887
299.030000	2.337777
299.040000	2.337668
299.050000	2.337558
299.060000	2.337449
299.070000	2.337339
299.080000	2.337230
299.090000	2.337121
299.100000	2.337011
299.110000	2.336902
299.120000	2.336793
299.130000	2.336684
299.140000	2.336575
299.150000	2.336466
299.160000	2.336357
299.170000	2.336248
299.180000	2.336139
299.190000	2.336030
299.200000	2.335921
299.210000	2.335812
299.220000	2.335703
299.230000	2.335595
299.240000	2.335486
299.250000	2.335377
299.260000	2.335269
299.270000	2.335160
299.280000	2.335052
299.290000	2.334944
299.300000	2.334835
299.310000	2.334727
299.320000	2.334619
299.330000	2.334510
299.340000	2.334402
299.350000	2.334294
299.360000	2.334186
299.370000	2.334078
299.380000	2.333970
299.390000	2.333862
299.400000	2.333754
299.410000	2.333646
299.420000	2.333538
299.430000	2.333430
299.440000	2.333323
299.450000	2.333215
299.460000	2.333107
299.470000	2.333000
299.480000	2.332892
299.490000	2.332785
299.500000	2.332677
299.510000	2.332570
299.520000	2.332462
299.530000	2.332355
299.540000	2.332248
299.550000	2.332141
299.560000	2.332033
299.570000	2.331926
299.580000	2.331819
299.590000	2.331712
299.600000	2.331605
299.610000	2.331498
299.620000	2.331391
299.630000	2.331284
299.640000	2.331178
299.650000	2.331071
299.660000	2.330964
299.670000	2.330857
299.680000	2.330751
299.690000	2.330644
299.700000	2.330538
299.710000	2.330431
299.720000	2.330325
299.730000	2.330218
299.740000	2.330112
299.750000	2.330006
299.760000	2.329899
299.770000	2.329793
299.780000	2.329687
299.790000	2.329581
299.800000	2.329475
299.810000	2.329369
299.820000	2.329263
299.830000	2.329157
299.840000	2.329051
299.850000	2.328945
299.860000	2.328839
299.870000	2.328734
299.880000	2.328628
299.890000	2.328522
299.900000	2.328417
299.910000	2.328311
299.920000	2.328206
299.930000	2.328100
299.940000	2.327995
299.950000	2.327890
299.960000	2.327784
299.970000	2.327679
299.980000	2.327574
299.990000	2.327469
300.000000	2.327363
300.010000	2.327258
300.020000	2.327153
300.030000	2.327048
300.040000	2.326943
300.050000	2.326839
300.060000	2.326734
300.070000	2.326629
300.080000	2.326524
300.090000	2.326420
300.100000	2.326315
300.110000	2.326210
300.120000	2.326106
300.130000	2.326001
300.140000	2.325897
300.150000	2.325793
300.160000	2.325688
300.170000	2.325584
300.180000	2.325480
300.190000	2.325375
300.200000	2.325271
300.210000	2.325167
300.220000	2.325063
300.230000	2.324959
300.240000	2.324855
300.250000	2.324751
300.260000	2.324647
300.270000	2.324544
300.280000	2.324440
300.290000	2.324336
300.300000	2.324232
300.310000	2.324129
300.320000	2.324025
300.330000	2.323922
300.340000	2.323818
300.350000	2.323715
300.360000	2.323611
300.370000	2.323508
300.380000	2.323405
300.390000	2.323302
300.400000	2.323198
300.410000	2.323095
300.420000	2.322992
300.430000	2.322889
300.440000	2.322786
300.450000	2.322683
300.460000	2.322580
300.470000	2.322478
300.480000	2.322375
300.490000	2.322272
300.500000	2.322169
300.510000	2.322067
300.520000	2.321964
300.530000	2.321862
300.540000	2.321759
300.550000	2.321657
300.560000	2.321554
300.570000	2.321452
300.580000	2.321350
300.590000	2.321247
300.600000	2.321145
300.610000	2.321043
300.620000	2.320941
300.630000	2.320839
300.640000	2.320737
300.650000	2.320635
300.660000	2.320533
300.670000	2.320431
300.680000	2.320330
300.690000	2.320228
300.700000	2.320126
300.710000	2.320024
300.720000	2.319923
300.730000	2.319821
300.740000	2.319720
300.750000	2.319618
300.760000	2.319517
300.770000	2.319416
300.780000	2.319314
300.790000	2.319213
300.800000	2.319112
300.810000	2.319011
300.820000	2.318910
300.830000	2.318809
300.840000	2.318708
300.850000	2.318607
300.860000	2.318506
300.870000	2.318405
300.880000	2.318304
300.890000	2.318203
300.900000	2.318103
300.910000	2.318002
300.920000	2.317902
300.930000	2.317801
300.940000	2.317701
300.950000	2.317600
300.960000	2.317500
300.970000	2.317399
300.980000	2.317299
300.990000	2.317199
301.000000	2.317099
301.010000	2.316999
301.020000	2.316898
301.030000	2.316798
301.040000	2.316698
301.050000	2.316599
301.060000	2.316499
301.070000	2.316399
301.080000	2.316299
301.090000	2.316199
301.100000	2.316100
301.110000	2.316000
301.120000	2.315900
301.130000	2.315801
301.140000	2.315701
301.150000	2.315602
301.160000	2.315503
301.170000	2.315403
301.180000	2.315304
301.190000	2.315205
301.200000	2.315106
301.210000	2.315007
301.220000	2.314908
301.230000	2.314809
301.240000	2.314710
301.250000	2.314611
301.260000	2.314512
301.270000	2.314413
301.280000	2.314314
301.290000	2.314216
301.300000	2.314117
301.310000	2.314018
301.320000	2.313920
301.330000	2.313821
301.340000	2.313723
301.350000	2.313624
301.360000	2.313526
301.370000	2.313428
301.380000	2.313330
301.390000	2.313231
301.400000	2.313133
301.410000	2.313035
301.420000	2.312937
301.430000	2.312839
301.440000	2.312741
301.450000	2.312643
301.460000	2.312546
301.470000	2.312448
301.480000	2.312350
301.490000	2.312252
301.500000	2.312155
301.510000	2.312057
301.520000	2.311960
301.530000	2.311862
301.540000	2.311765
301.550000	2.311668
301.560000	2.311570
301.570000	2.311473
301.580000	2.311376
301.590000	2.311279
301.600000	2.311182
301.610000	2.311085
301.620000	2.310988
301.630000	2.310891
301.640000	2.310794
301.650000	2.310697
301.660000	2.310600
301.670000	2.310503
301.680000	2.310407
301.690000	2.310310
301.700000	2.310214
301.710000	2.310117
301.720000	2.310021
301.730000	2.309924
301.740000	2.309828
301.750000	2.309731
301.760000	2.309635
301.770000	2.309539
301.780000	2.309443
301.790000	2.309347
301.800000	2.309251
301.810000	2.309155
301.820000	2.309059
301.830000	2.308963
301.840000	2.308867
301.850000	2.308771
301.860000	2.308676
301.870000	2.308580
301.880000	2.308484
301.890000	2.308389
301.900000	2.308293
301.910000	2.308198
301.920000	2.308102
301.930000	2.308007
301.940000	2.307912
301.950000	2.307816
301.960000	2.307721
301.970000	2.307626
301.980000	2.307531
301.990000	2.307436
302.000000	2.307341
302.010000	2.307246
302.020000	2.307151
302.030000	2.307056
302.040000	2.306961
302.050000	2.306867
302.060000	2.306772
302.070000	2.306677
302.080000	2.306583
302.090000	2.306488
302.100000	2.306394
302.110000	2.306299
302.120000	2.306205
302.130000	2.306111
302.140000	2.306017
302.150000	2.305922
302.160000	2.305828
302.170000	2.305734
302.180000	2.305640
302.190000	2.305546
302.200000	2.305452
302.210000	2.305358
302.220000	2.305265
302.230000	2.305171
302.240000	2.305077
302.250000	2.304983
302.260000	2.304890
302.270000	2.304796
302.280000	2.304703
302.290000	2.304609
302.300000	2.304516
302.310000	2.304423
302.320000	2.304329
302.330000	2.304236
302.340000	2.304143
302.350000	2.304050
302.360000	2.303957
302.370000	2.303864
302.380000	2.303771
302.390000	2.303678
302.400000	2.303585
302.410000	2.303492
302.420000	2.303399
302.430000	2.303307
302.440000	2.303214
302.450000	2.303121
302.460000	2.303029
302.470000	2.302936
302.480000	2.302844
302.490000	2.302752
302.500000	2.302659
302.510000	2.302567
302.520000	2.302475
302.530000	2.302383
302.540000	2.302291
302.550000	2.302199
302.560000	2.302107
302.570000	2.302015
302.580000	2.301923
302.590000	2.301831
302.600000	2.301739
302.610000	2.301647
302.620000	2.301556
302.630000	2.301464
302.640000	2.301373
302.650000	2.301281
302.660000	2.301190
302.670000	2.301098
302.680000	2.301007
302.690000	2.300916
302.700000	2.300824
302.710000	2.300733
302.720000	2.300642
302.730000	2.300551
302.740000	2.300460
302.750000	2.300369
302.760000	2.300278
302.770000	2.300187
302.780000	2.300096
302.790000	2.300006
302.800000	2.299915
302.810000	2.299824
302.820000	2.299734
302.830000	2.299643
302.840000	2.299553
302.850000	2.299462
302.860000	2.299372
302.870000	2.299282
302.880000	2.299191
302.890000	2.299101
302.900000	2.299011
302.910000	2.298921
302.920000	2.298831
302.930000	2.298741
302.940000	2.298651
302.950000	2.298561
302.960000	2.298471
302.970000	2.298381
302.980000	2.298292
302.990000	2.298202
303.000000	2.298112
303.010000	2.298023
303.020000	2.297933
303.030000	2.297844
303.040000	2.297755
303.050000	2.297665
303.060000	2.297576
303.070000	2.297487
303.080000	2.297398
303.090000	2.297308
303.100000	2.297219
303.110000	2.297130
303.120000	2.297041
303.130000	2.296953
303.140000	2.296864
303.150000	2.296775
303.160000	2.296686
303.170000	2.296597
303.180000	2.296509
303.190000	2.296420
303.200000	2.296332
303.210000	2.296243
303.220000	2.296155
303.230000	2.296067
303.240000	2.295978
303.250000	2.295890
303.260000	2.295802
303.270000	2.295714
303.280000	2.295626
303.290000	2.295538
303.300000	2.295450
303.310000	2.295362
303.320000	2.295274
303.330000	2.295186
303.340000	2.295098
303.350000	2.295011
303.360000	2.294923
303.370000	2.294835
303.380000	2.294748
303.390000	2.294660
303.400000	2.294573
303.410000	2.294486
303.420000	2.294398
303.430000	2.294311
303.440000	2.294224
303.450000	2.294137
303.460000	2.294050
303.470000	2.293963
303.480000	2.293876
303.490000	2.293789
303.500000	2.293702
303.510000	2.293615
303.520000	2.293528
303.530000	2.293442
303.540000	2.293355
303.550000	2.293268
303.560000	2.293182
303.570000	2.293095
303.580000	2.293009
303.590000	2.292923
303.600000	2.292836
303.610000	2.292750
303.620000	2.292664
303.630000	2.292578
303.640000	2.292492
303.650000	2.292406
303.660000	2.292320
303.670000	2.292234
303.680000	2.292148
303.690000	2.292062
303.700000	2.291976
303.710000	2.291890
303.720000	2.291805
303.730000	2.291719
303.740000	2.291634
303.750000	2.291548
303.760000	2.291463
303.770000	2.291377
303.780000	2.291292
303.790000	2.291207
303.800000	2.291122
303.810000	2.291036
303.820000	2.290951
303.830000	2.290866
303.840000	2.290781
303.850000	2.290696
303.860000	2.290611
303.870000	2.290527
303.880000	2.290442
303.890000	2.290357
303.900000	2.290273
303.910000	2.290188
303.920000	2.290103
303.930000	2.290019
303.940000	2.289934
303.950000	2.289850
303.960000	2.289766
303.970000	2.289682
303.980000	2.289597
303.990000	2.289513
304.000000	2.289429
304.010000	2.289345
304.020000	2.289261
304.030000	2.289177
304.040000	2.289093
304.050000	2.289009
304.060000	2.288926
304.070000	2.288842
304.080000	2.288758
304.090000	2.288675
304.100000	2.288591
304.110000	2.288508
304.120000	2.288424
304.130000	2.288341
304.140000	2.288257
304.150000	2.288174
304.160000	2.288091
304.170000	2.288008
304.180000	2.287925
304.190000	2.287842
304.200000	2.287759
304.210000	2.287676
304.220000	2.287593
304.230000	2.287510
304.240000	2.287427
304.250000	2.287345
304.260000	2.287262
304.270000	2.287179
304.280000	2.287097
304.290000	2.287014
304.300000	2.286932
304.310000	2.286849
304.320000	2.286767
304.330000	2.286685
304.340000	2.286603
304.350000	2.286520
304.360000	2.286438
304.370000	2.286356
304.380000	2.286274
304.390000	2.286192
304.400000	2.286111
304.410000	2.286029
304.420000	2.285947
304.430000	2.285865
304.440000	2.285784
304.450000	2.285702
304.460000	2.285620
304.470000	2.285539
304.480000	2.285458
304.490000	2.285376
304.500000	2.285295
304.510000	2.285214
304.520000	2.285132
304.530000	2.285051
304.540000	2.284970
304.550000	2.284889
304.560000	2.284808
304.570000	2.284727
304.580000	2.284646
304.590000	2.284565
304.600000	2.284485
304.610000	2.284404
304.620000	2.284323
304.630000	2.284243
304.640000	2.284162
304.650000	2.284082
304.660000	2.284001
304.670000	2.283921
304.680000	2.283841
304.690000	2.283760
304.700000	2.283680
304.710000	2.283600
304.720000	2.283520
304.730000	2.283440
304.740000	2.283360
304.750000	2.283280
304.760000	2.283200
304.770000	2.283120
304.780000	2.283040
304.790000	2.282961
304.800000	2.282881
304.810000	2.282801
304.820000	2.282722
304.830000	2.282642
304.840000	2.282563
304.850000	2.282484
304.860000	2.282404
304.870000	2.282325
304.880000	2.282246
304.890000	2.282167
304.900000	2.282088
304.910000	2.282009
304.920000	2.281930
304.930000	2.281851
304.940000	2.281772
304.950000	2.281693
304.960000	2.281614
304.970000	2.281536
304.980000	2.281457
304.990000	2.281378
305.000000	2.281300
305.010000	2.281221
305.020000	2.281143
305.030000	2.281065
305.040000	2.280986
305.050000	2.280908
305.060000	2.280830
305.070000	2.280752
305.080000	2.280673
305.090000	2.280595
305.100000	2.280517
305.110000	2.280440
305.120000	2.280362
305.130000	2.280284
305.140000	2.280206
305.150000	2.280128
305.160000	2.280051
305.170000	2.279973
305.180000	2.279896
305.190000	2.279818
305.200000	2.279741
305.210000	2.279663
305.220000	2.279586
305.230000	2.279509
305.240000	2.279432
305.250000	2.279354
305.260000	2.279277
305.270000	2.279200
305.280000	2.279123
305.290000	2.279046
305.300000	2.278970
305.310000	2.278893
305.320000	2.278816
305.330000	2.278739
305.340000	2.278663
305.350000	2.278586
305.360000	2.278510
305.370000	2.278433
305.380000	2.278357
305.390000	2.278280
305.400000	2.278204
305.410000	2.278128
305.420000	2.278052
305.430000	2.277975
305.440000	2.277899
305.450000	2.277823
305.460000	2.277747
305.470000	2.277671
305.480000	2.277596
305.490000	2.277520
305.500000	2.277444
305.510000	2.277368
305.520000	2.277293
305.530000	2.277217
305.540000	2.277142
305.550000	2.277066
305.560000	2.276991
305.570000	2.276915
305.580000	2.276840
305.590000	2.276765
305.600000	2.276690
305.610000	2.276614
305.620000	2.276539
305.630000	2.276464
305.640000	2.276389
305.650000	2.276314
305.660000	2.276240
305.670000	2.276165
305.680000	2.276090
305.690000	2.276015
305.700000	2.275941
305.710000	2.275866
305.720000	2.275792
305.730000	2.275717
305.740000	2.275643
305.750000	2.275568
305.760000	2.275494
305.770000	2.275420
305.780000	2.275346
305.790000	2.275271
305.800000	2.275197
305.810000	2.275123
305.820000	2.275049
305.830000	2.274975
305.840000	2.274902
305.850000	2.274828
305.860000	2.274754
305.870000	2.274680
305.880000	2.274607
305.890000	2.274533
305.900000	2.274460
305.910000	2.274386
305.920000	2.274313
305.930000	2.274239
305.940000	2.274166
305.950000	2.274093
305.960000	2.274020
305.970000	2.273946
305.980000	2.273873
305.990000	2.273800
306.000000	2.273727
306.010000	2.273654
306.020000	2.273582
306.030000	2.273509
306.040000	2.273436
306.050000	2.273363
306.060000	2.273291
306.070000	2.273218
306.080000	2.273146
306.090000	2.273073
306.100000	2.273001
306.110000	2.272928
306.120000	2.272856
306.130000	2.272784
306.140000	2.272712
306.150000	2.272639
306.160000	2.272567
306.170000	2.272495
306.180000	2.272423
306.190000	2.272351
306.200000	2.272280
306.210000	2.272208
306.220000	2.272136
306.230000	2.272064
306.240000	2.271993
306.250000	2.271921
306.260000	2.271850
306.270000	2.271778
306.280000	2.271707
306.290000	2.271635
306.300000	2.271564
306.310000	2.271493
306.320000	2.271421
306.330000	2.271350
306.340000	2.271279
306.350000	2.271208
306.360000	2.271137
306.370000	2.271066
306.380000	2.270995
306.390000	2.270925
306.400000	2.270854
306.410000	2.270783
306.420000	2.270713
306.430000	2.270642
306.440000	2.270571
306.450000	2.270501
306.460000	2.270430
306.470000	2.270360
306.480000	2.270290
306.490000	2.270219
306.500000	2.270149
306.510000	2.270079
306.520000	2.270009
306.530000	2.269939
306.540000	2.269869
306.550000	2.269799
306.560000	2.269729
306.570000	2.269659
306.580000	2.269590
306.590000	2.269520
306.600000	2.269450
306.610000	2.269381
306.620000	2.269311
306.630000	2.269242
306.640000	2.269172
306.650000	2.269103
306.660000	2.269033
306.670000	2.268964
306.680000	2.268895
306.690000	2.268826
306.700000	2.268757
306.710000	2.268688
306.720000	2.268619
306.730000	2.268550
306.740000	2.268481
306.750000	2.268412
306.760000	2.268343
306.770000	2.268274
306.780000	2.268206
306.790000	2.268137
306.800000	2.268069
306.810000	2.268000
306.820000	2.267932
306.830000	2.267863
306.840000	2.267795
306.850000	2.267727
306.860000	2.267658
306.870000	2.267590
306.880000	2.267522
306.890000	2.267454
306.900000	2.267386
306.910000	2.267318
306.920000	2.267250
306.930000	2.267182
306.940000	2.267114
306.950000	2.267047
306.960000	2.266979
306.970000	2.266911
306.980000	2.266844
306.990000	2.266776
307.000000	2.266709
307.010000	2.266641
307.020000	2.266574
307.030000	2.266507
307.040000	2.266439
307.050000	2.266372
307.060000	2.266305
307.070000	2.266238
307.080000	2.266171
307.090000	2.266104
307.100000	2.266037
307.110000	2.265970
307.120000	2.265903
307.130000	2.265837
307.140000	2.265770
307.150000	2.265703
307.160000	2.265637
307.170000	2.265570
307.180000	2.265504
307.190000	2.265437
307.200000	2.265371
307.210000	2.265305
307.220000	2.265238
307.230000	2.265172
307.240000	2.265106
307.250000	2.265040
307.260000	2.264974
307.270000	2.264908
307.280000	2.264842
307.290000	2.264776
307.300000	2.264710
307.310000	2.264644
307.320000	2.264579
307.330000	2.264513
307.340000	2.264447
307.350000	2.264382
307.360000	2.264316
307.370000	2.264251
307.380000	2.264185
307.390000	2.264120
307.400000	2.264055
307.410000	2.263989
307.420000	2.263924
307.430000	2.263859
307.440000	2.263794
307.450000	2.263729
307.460000	2.263664
307.470000	2.263599
307.480000	2.263534
307.490000	2.263469
307.500000	2.263405
307.510000	2.263340
307.520000	2.263275
307.530000	2.263211
307.540000	2.263146
307.550000	2.263082
307.560000	2.263017
307.570000	2.262953
307.580000	2.262889
307.590000	2.262824
307.600000	2.262760
307.610000	2.262696
307.620000	2.262632
307.630000	2.262568
307.640000	2.262504
307.650000	2.262440
307.660000	2.262376
307.670000	2.262312
307.680000	2.262248
307.690000	2.262185
307.700000	2.262121
307.710000	2.262057
307.720000	2.261994
307.730000	2.261930
307.740000	2.261867
307.750000	2.261803
307.760000	2.261740
307.770000	2.261677
307.780000	2.261613
307.790000	2.261550
307.800000	2.261487
307.810000	2.261424
307.820000	2.261361
307.830000	2.261298
307.840000	2.261235
307.850000	2.261172
307.860000	2.261109
307.870000	2.261047
307.880000	2.260984
307.890000	2.260921
307.900000	2.260859
307.910000	2.260796
307.920000	2.260734
307.930000	2.260671
307.940000	2.260609
307.950000	2.260546
307.960000	2.260484
307.970000	2.260422
307.980000	2.260360
307.990000	2.260298
308.000000	2.260235
308.010000	2.260173
308.020000	2.260112
308.030000	2.260050
308.040000	2.259988
308.050000	2.259926
308.060000	2.259864
308.070000	2.259802
308.080000	2.259741
308.090000	2.259679
308.100000	2.259618
308.110000	2.259556
308.120000	2.259495
308.130000	2.259433
308.140000	2.259372
308.150000	2.259311
308.160000	2.259250
308.170000	2.259188
308.180000	2.259127
308.190000	2.259066
308.200000	2.259005
308.210000	2.258944
308.220000	2.258883
308.230000	2.258822
308.240000	2.258762
308.250000	2.258701
308.260000	2.258640
308.270000	2.258580
308.280000	2.258519
308.290000	2.258458
308.300000	2.258398
308.310000	2.258338
308.320000	2.258277
308.330000	2.258217
308.340000	2.258157
308.350000	2.258096
308.360000	2.258036
308.370000	2.257976
308.380000	2.257916
308.390000	2.257856
308.400000	2.257796
308.410000	2.257736
308.420000	2.257676
308.430000	2.257616
308.440000	2.257557
308.450000	2.257497
308.460000	2.257437
308.470000	2.257378
308.480000	2.257318
308.490000	2.257259
308.500000	2.257199
308.510000	2.257140
308.520000	2.257081
308.530000	2.257021
308.540000	2.256962
308.550000	2.256903
308.560000	2.256844
308.570000	2.256785
308.580000	2.256726
308.590000	2.256667
308.600000	2.256608
308.610000	2.256549
308.620000	2.256490
308.630000	2.256432
308.640000	2.256373
308.650000	2.256314
308.660000	2.256256
308.670000	2.256197
308.680000	2.256139
308.690000	2.256080
308.700000	2.256022
308.710000	2.255963
308.720000	2.255905
308.730000	2.255847
308.740000	2.255789
308.750000	2.255731
308.760000	2.255673
308.770000	2.255614
308.780000	2.255557
308.790000	2.255499
308.800000	2.255441
308.810000	2.255383
308.820000	2.255325
308.830000	2.255267
308.840000	2.255210
308.850000	2.255152
308.860000	2.255095
308.870000	2.255037
308.880000	2.254980
308.890000	2.254922
308.900000	2.254865
308.910000	2.254808
308.920000	2.254750
308.930000	2.254693
308.940000	2.254636
308.950000	2.254579
308.960000	2.254522
308.970000	2.254465
308.980000	2.254408
308.990000	2.254351
309.000000	2.254294
309.010000	2.254237
309.020000	2.254181
309.030000	2.254124
309.040000	2.254067
309.050000	2.254011
309.060000	2.253954
309.070000	2.253898
309.080000	2.253841
309.090000	2.253785
309.100000	2.253729
309.110000	2.253672
309.120000	2.253616
309.130000	2.253560
309.140000	2.253504
309.150000	2.253448
309.160000	2.253392
309.170000	2.253336
309.180000	2.253280
309.190000	2.253224
309.200000	2.253168
309.210000	2.253113
309.220000	2.253057
309.230000	2.253001
309.240000	2.252946
309.250000	2.252890
309.260000	2.252835
309.270000	2.252779
309.280000	2.252724
309.290000	2.252668
309.300000	2.252613
309.310000	2.252558
309.320000	2.252503
309.330000	2.252448
309.340000	2.252392
309.350000	2.252337
309.360000	2.252282
309.370000	2.252227
309.380000	2.252173
309.390000	2.252118
309.400000	2.252063
309.410000	2.252008
309.420000	2.251954
309.430000	2.251899
309.440000	2.251844
309.450000	2.251790
309.460000	2.251735
309.470000	2.251681
309.480000	2.251626
309.490000	2.251572
309.500000	2.251518
309.510000	2.251464
309.520000	2.251409
309.530000	2.251355
309.540000	2.251301
309.550000	2.251247
309.560000	2.251193
309.570000	2.251139
309.580000	2.251085
309.590000	2.251032
309.600000	2.250978
309.610000	2.250924
309.620000	2.250870
309.630000	2.250817
309.640000	2.250763
309.650000	2.250710
309.660000	2.250656
309.670000	2.250603
309.680000	2.250549
309.690000	2.250496
309.700000	2.250443
309.710000	2.250390
309.720000	2.250336
309.730000	2.250283
309.740000	2.250230
309.750000	2.250177
309.760000	2.250124
309.770000	2.250071
309.780000	2.250018
309.790000	2.249966
